Key,Value
310,{'A': 93}
311,{'A': 13}
312,{'D': 119}
313,{'A': 4}
314,{'A': 0}
316,{'D': 4}
317,{'A': 67}
330,{'A': 33}
331,{'A': 4}
332,{'A': 2}
333,{'A': 2}
334,{'A': 70}
336,{'A': 4}
337,{'D': 5}
338,{'A': 22}
339,{'A': 150}
350,{'54': 4}
351,{'54': 46}
352,{'54': 0}
353,{'54': 66}
354,{'54': 25}
360,{'62': 68}
361,{'62': 43}
363,{'62': 47}
370,{'54': 0}
371,{'62': 85}
373,{'62': 155}
374,{'62': 160}
375,{'62': 55}
376,{'62': 65}
