,Tank,Line,Product,Flag2,Time_min,Time_max,Volume,Start_Date_Time,Finish_Date_Time,Volume_Exists
0,310,01,A,1,0,3,105.1,2022-09-22 00:00:00,2022-09-22 04:00:00,86
1,310,01,A,2,24,29,165.0,2022-09-23 00:00:00,2022-09-23 06:00:00,86
2,310,17,A,24,0,10,44.0,2022-09-22 00:00:00,2022-09-22 11:00:00,86
3,310,18,A,25,0,4,35.0,2022-09-22 00:00:00,2022-09-22 05:00:00,86
4,310,19,A,26,0,68,277.1,2022-09-22 00:00:00,2022-09-24 21:00:00,86
5,312,01,D,3,121,121,25.0,2022-09-27 01:00:00,2022-09-27 02:00:00,40
6,312,01,D,4,124,129,150.0,2022-09-27 04:00:00,2022-09-27 10:00:00,40
7,312,18,D,27,83,85,26.099999999999998,2022-09-25 11:00:00,2022-09-25 14:00:00,40
8,312,19,D,28,119,131,65.99999999999996,2022-09-26 23:00:00,2022-09-27 12:00:00,40
9,312,1A,D,29,129,131,13.799999999999995,2022-09-27 09:00:00,2022-09-27 12:00:00,40
10,314,01,A,5,49,52,111.99999999999613,2022-09-24 01:00:00,2022-09-24 05:00:00,0
11,314,19,A,30,69,96,111.9999999999961,2022-09-24 21:00:00,2022-09-26 01:00:00,0
12,317,01,A,6,20,23,103.0,2022-09-22 20:00:00,2022-09-23 00:00:00,31
13,317,01,A,7,42,45,109.0,2022-09-23 18:00:00,2022-09-23 22:00:00,31
14,317,14,A,31,27,86,131.9999999999999,2022-09-23 03:00:00,2022-09-25 15:00:00,31
15,317,17,A,32,24,35,55.0,2022-09-23 00:00:00,2022-09-23 12:00:00,31
16,317,18,A,33,5,8,28.0,2022-09-22 05:00:00,2022-09-22 09:00:00,31
17,317,1A,A,34,37,44,27.99999999999801,2022-09-23 13:00:00,2022-09-23 21:00:00,31
18,330,01,A,8,11,16,159.0000000000001,2022-09-22 11:00:00,2022-09-22 17:00:00,5
19,330,01,A,9,30,38,234.0,2022-09-23 06:00:00,2022-09-23 15:00:00,5
20,330,14,A,35,92,92,2.4,2022-09-25 20:00:00,2022-09-25 21:00:00,5
21,330,17,A,36,19,23,24.40000000000208,2022-09-22 19:00:00,2022-09-23 00:00:00,5
22,330,18,A,37,12,51,307.00000000000017,2022-09-22 12:00:00,2022-09-24 04:00:00,5
23,330,1A,A,38,30,36,31.0,2022-09-23 06:00:00,2022-09-23 13:00:00,5
24,332,01,A,10,5,5,25.0,2022-09-22 05:00:00,2022-09-22 06:00:00,5
25,332,01,A,11,46,48,84.0,2022-09-23 22:00:00,2022-09-24 01:00:00,5
26,332,14,A,39,87,91,12.0,2022-09-25 15:00:00,2022-09-25 20:00:00,5
27,332,18,A,40,9,11,21.0,2022-09-22 09:00:00,2022-09-22 12:00:00,5
28,337,01,D,12,122,123,50.0,2022-09-27 02:00:00,2022-09-27 04:00:00,46
29,337,15,D,41,115,131,79.0,2022-09-26 19:00:00,2022-09-27 12:00:00,46
30,337,18,D,42,81,82,16.999999999999996,2022-09-25 09:00:00,2022-09-25 11:00:00,46
31,338,01,A,13,6,10,137.0,2022-09-22 06:00:00,2022-09-22 11:00:00,6
32,338,01,A,14,39,41,84.0,2022-09-23 15:00:00,2022-09-23 18:00:00,6
33,338,15,A,43,28,71,196.0,2022-09-23 04:00:00,2022-09-25 00:00:00,6
34,339,01,A,15,4,4,26.9999999999998,2022-09-22 04:00:00,2022-09-22 05:00:00,0
35,339,01,A,16,17,19,78.0,2022-09-22 17:00:00,2022-09-22 20:00:00,0
36,339,17,A,44,11,18,37.0,2022-09-22 11:00:00,2022-09-22 19:00:00,0
37,351,02,54,17,10,12,30.0,2022-09-22 10:00:00,2022-09-22 13:00:00,5
38,351,02,54,18,49,50,19.6,2022-09-24 01:00:00,2022-09-24 03:00:00,5
39,351,16,54,45,8,11,8.6,2022-09-22 08:00:00,2022-09-22 12:00:00,5
40,352,02,54,19,13,32,124.0,2022-09-22 13:00:00,2022-09-23 09:00:00,6
41,352,13,54,46,27,30,8.0,2022-09-23 03:00:00,2022-09-23 07:00:00,6
42,352,18,54,47,119,120,17.4,2022-09-26 23:00:00,2022-09-27 01:00:00,6
43,352,20,54,48,17,32,28.0,2022-09-22 17:00:00,2022-09-23 09:00:00,6
44,353,02,54,20,1,9,53.99999999999524,2022-09-22 01:00:00,2022-09-22 10:00:00,7
45,353,02,54,21,33,48,99.3,2022-09-23 09:00:00,2022-09-24 01:00:00,7
46,353,13,54,49,31,34,8.0,2022-09-23 07:00:00,2022-09-23 11:00:00,7
47,353,16,54,50,0,7,16.3,2022-09-22 00:00:00,2022-09-22 08:00:00,7
48,353,16,54,51,79,131,112.09999999999984,2022-09-25 07:00:00,2022-09-27 12:00:00,7
49,353,20,54,52,33,43,17.0,2022-09-23 09:00:00,2022-09-23 20:00:00,7
50,371,02,62,22,88,100,82.0,2022-09-25 16:00:00,2022-09-26 05:00:00,10
51,374,02,62,23,101,131,301.7999999999976,2022-09-26 05:00:00,2022-09-27 12:00:00,68
52,374,13,62,53,102,131,60.0,2022-09-26 06:00:00,2022-09-27 12:00:00,68
53,374,14,62,54,113,125,30.799999999999997,2022-09-26 17:00:00,2022-09-27 06:00:00,68
54,374,18,62,55,125,131,60.89999999999999,2022-09-27 05:00:00,2022-09-27 12:00:00,68
55,374,20,62,56,89,109,36.0,2022-09-25 17:00:00,2022-09-26 14:00:00,68
56,374,2A,62,57,88,109,23.0,2022-09-25 16:00:00,2022-09-26 14:00:00,68
