,Tank,Line,Product,Time,Volume
0,310,01,A,10,28.0
1,310,01,A,11,28.0
2,310,01,A,23,28.0
3,310,01,A,24,28.0
4,310,01,A,25,28.0
5,310,01,A,26,28.0
6,310,01,A,27,28.0
7,310,01,A,28,28.0
8,310,01,A,29,28.0
9,310,01,A,30,28.0
10,311,01,A,18,25.0
11,311,01,A,19,25.0
12,311,01,A,20,25.0
13,311,01,A,21,25.0
14,311,01,A,22,25.0
15,312,01,D,122,25.0
16,312,01,D,123,25.0
17,312,01,D,124,25.0
18,312,01,D,125,25.0
19,312,01,D,126,25.0
20,312,01,D,127,25.0
21,312,01,D,128,25.0
22,312,01,D,129,25.0
23,312,01,D,130,25.0
24,312,01,D,131,25.0
25,334,01,A,12,25.0
26,334,01,A,13,25.0
27,334,01,A,14,25.0
28,334,01,A,15,25.0
29,334,01,A,16,25.0
30,334,01,A,17,25.0
31,334,01,A,32,25.0
32,334,01,A,33,25.0
33,334,01,A,34,25.0
34,334,01,A,35,25.0
35,338,01,A,2,25.0
36,338,01,A,3,25.0
37,338,01,A,31,28.0
38,339,01,A,4,25.0
39,339,01,A,5,25.0
40,339,01,A,6,25.0
41,339,01,A,7,25.0
42,339,01,A,8,25.0
43,339,01,A,9,25.0
44,339,01,A,36,25.0
45,339,01,A,37,25.0
46,339,01,A,38,25.0
47,339,01,A,39,25.0
48,339,01,A,40,25.0
49,339,01,A,41,25.0
50,339,01,A,42,25.0
51,339,01,A,43,25.0
52,339,01,A,44,25.0
53,339,01,A,45,25.0
54,339,01,A,46,25.0
55,339,01,A,47,25.0
56,339,01,A,48,25.0
57,339,01,A,49,25.0
58,339,01,A,50,25.0
59,339,01,A,51,25.0
60,339,01,A,52,25.0
61,339,01,A,53,28.0
62,339,01,A,54,25.0
63,352,02,54,9,6.0000000000000036
64,352,02,54,10,6.0
65,352,02,54,11,6.0
66,352,02,54,12,6.0
67,352,02,54,13,6.0
68,352,02,54,25,10.0
69,352,02,54,26,6.0
70,352,02,54,27,6.0
71,352,02,54,28,8.45000000000023
72,352,02,54,29,10.0
73,352,02,54,30,10.0
74,352,02,54,31,10.0
75,353,02,54,1,6.0
76,353,02,54,2,6.5
77,353,02,54,3,10.0
78,353,02,54,4,10.0
79,353,02,54,5,10.0
80,353,02,54,6,10.0
81,353,02,54,7,10.0
82,353,02,54,18,10.0
83,353,02,54,19,10.0
84,353,02,54,20,10.0
85,353,02,54,21,10.0
86,353,02,54,22,10.0
87,353,02,54,23,10.0
88,353,02,54,24,10.0
89,354,02,54,8,10.0
90,354,02,54,14,10.0
91,354,02,54,15,10.0
92,354,02,54,16,10.0
93,354,02,54,17,10.0
94,360,02,62,65,6.0
95,360,02,62,66,6.0
96,360,02,62,67,9.300000000070966
97,360,02,62,68,10.0
98,360,02,62,74,10.0
99,360,02,62,75,10.0
100,360,02,62,76,10.0
101,360,02,62,77,10.0
102,360,02,62,78,10.0
103,360,02,62,79,10.0
104,360,02,62,80,6.0
105,360,02,62,81,10.0
106,360,02,62,82,10.0
107,360,02,62,83,6.0
108,360,02,62,84,10.0
109,360,02,62,85,10.0
110,360,02,62,86,10.0
111,360,02,62,87,10.0
112,360,02,62,88,10.0
113,360,02,62,89,10.0
114,360,02,62,90,10.0
115,360,02,62,91,10.0
116,360,02,62,92,10.0
117,360,02,62,93,10.0
118,360,02,62,94,10.0
119,360,02,62,95,10.0
120,360,02,62,96,10.0
121,360,02,62,97,10.0
122,360,02,62,98,10.0
123,360,02,62,99,10.0
124,360,02,62,100,10.0
125,360,02,62,101,10.0
126,360,02,62,102,10.0
127,360,02,62,103,10.0
128,363,02,62,42,6.0
129,363,02,62,43,6.0
130,363,02,62,44,6.0
131,363,02,62,45,9.0
132,363,02,62,46,10.0
133,363,02,62,47,10.0
134,363,02,62,120,6.8999999999999915
135,363,02,62,121,10.0
136,363,02,62,122,10.0
137,363,02,62,123,10.0
138,363,02,62,124,10.0
139,363,02,62,125,10.0
140,363,02,62,126,6.0
141,363,02,62,127,10.0
142,363,02,62,128,6.0
