,Tank,Product,Time,Volume
0,310,A,0,31.0
1,310,A,1,31.0
2,310,A,2,31.0
3,310,A,3,31.0
4,310,A,4,31.0
5,310,A,5,27.0
6,310,A,6,23.0
7,310,A,7,19.0
8,310,A,8,15.0
9,310,A,9,11.0
10,310,A,10,7.0
11,310,A,11,29.9
12,310,A,12,53.9
13,310,A,13,49.9
14,310,A,14,45.9
15,310,A,15,40.8
16,310,A,16,35.7
17,310,A,17,30.6
18,310,A,18,25.5
19,310,A,19,20.4
20,310,A,20,15.3
21,310,A,21,10.200000000000001
22,310,A,22,5.100000000000001
23,310,A,24,22.9
24,310,A,25,45.8
25,310,A,26,68.69999999999999
26,310,A,27,92.69999999999999
27,310,A,28,116.69999999999999
28,310,A,29,140.7
29,310,A,30,163.6
30,310,A,31,186.5
31,310,A,32,186.5
32,310,A,33,186.5
33,310,A,34,186.5
34,310,A,35,186.5
35,310,A,36,186.5
36,310,A,37,186.5
37,310,A,38,186.5
38,310,A,39,186.5
39,310,A,40,186.5
40,310,A,41,186.5
41,310,A,42,186.5
42,310,A,43,186.5
43,310,A,44,186.5
44,310,A,45,186.5
45,310,A,46,186.5
46,310,A,47,186.5
47,310,A,48,186.5
48,310,A,49,186.5
49,310,A,50,186.5
50,310,A,51,186.5
51,310,A,52,186.5
52,310,A,53,186.5
53,310,A,54,186.5
54,310,A,55,186.5
55,310,A,56,186.5
56,310,A,57,186.5
57,310,A,58,186.5
58,310,A,59,186.5
59,310,A,60,186.5
60,310,A,61,186.5
61,310,A,62,186.5
62,310,A,63,186.5
63,310,A,64,186.5
64,310,A,65,186.5
65,310,A,66,186.5
66,310,A,67,186.5
67,310,A,68,186.5
68,310,A,69,186.5
69,310,A,70,186.5
70,310,A,71,186.5
71,310,A,72,186.5
72,310,A,73,186.5
73,310,A,74,186.5
74,310,A,75,181.5
75,310,A,76,176.5
76,310,A,77,171.5
77,310,A,78,170.5
78,310,A,79,169.5
79,310,A,80,168.5
80,310,A,81,163.5
81,310,A,82,160.5
82,310,A,83,155.5
83,310,A,84,154.5
84,310,A,85,149.5
85,310,A,86,148.5
86,310,A,87,148.5
87,310,A,88,148.5
88,310,A,89,148.5
89,310,A,90,148.5
90,310,A,91,148.5
91,310,A,92,148.5
92,310,A,93,148.5
93,310,A,94,148.5
94,310,A,95,148.5
95,310,A,96,148.5
96,310,A,97,148.5
97,310,A,98,148.5
98,310,A,99,148.5
99,310,A,100,148.5
100,310,A,101,148.5
101,310,A,102,148.5
102,310,A,103,148.5
103,310,A,104,148.5
104,310,A,105,148.5
105,310,A,106,148.5
106,310,A,107,148.5
107,310,A,108,148.5
108,310,A,109,148.5
109,310,A,110,148.5
110,310,A,111,148.5
111,310,A,112,148.5
112,310,A,113,148.5
113,310,A,114,148.5
114,310,A,115,148.5
115,310,A,116,148.5
116,310,A,117,148.5
117,310,A,118,148.5
118,310,A,119,148.5
119,310,A,120,148.5
120,310,A,121,148.5
121,310,A,122,148.5
122,310,A,123,148.5
123,310,A,124,148.5
124,310,A,125,148.5
125,310,A,126,148.5
126,310,A,127,148.5
127,310,A,128,148.5
128,310,A,129,148.5
129,310,A,130,148.5
130,310,A,131,148.5
131,311,A,0,105.0
132,311,A,1,97.6
133,311,A,2,90.2
134,311,A,3,82.8
135,311,A,4,75.4
136,311,A,5,68.0
137,311,A,6,60.599999999999994
138,311,A,7,53.199999999999996
139,311,A,8,45.8
140,311,A,9,38.4
141,311,A,10,30.999999999999996
142,311,A,11,28.599999999999998
143,311,A,12,26.199999999999996
144,311,A,13,23.799999999999997
145,311,A,14,21.399999999999995
146,311,A,15,18.999999999999996
147,311,A,16,16.600000000000005
148,311,A,17,5.500000000000005
149,311,A,18,3.100000000000005
150,311,A,19,25.700000000000006
151,311,A,20,48.300000000000004
152,311,A,21,70.9
153,311,A,22,93.5
154,311,A,23,116.1
155,311,A,24,113.69999999999999
156,311,A,25,111.29999999999998
157,311,A,26,108.89999999999998
158,311,A,27,106.49999999999997
159,311,A,28,104.09999999999997
160,311,A,29,101.69999999999996
161,311,A,30,99.29999999999995
162,311,A,31,96.89999999999995
163,311,A,32,94.49999999999994
164,311,A,33,94.49999999999994
165,311,A,34,94.49999999999994
166,311,A,35,94.49999999999994
167,311,A,36,94.49999999999994
168,311,A,37,94.49999999999994
169,311,A,38,94.49999999999994
170,311,A,39,94.49999999999994
171,311,A,40,94.49999999999994
172,311,A,41,94.49999999999994
173,311,A,42,94.49999999999994
174,311,A,43,94.49999999999994
175,311,A,44,94.49999999999994
176,311,A,45,94.49999999999994
177,311,A,46,94.49999999999994
178,311,A,47,94.49999999999994
179,311,A,48,94.49999999999994
180,311,A,49,94.49999999999994
181,311,A,50,94.49999999999994
182,311,A,51,94.49999999999994
183,311,A,52,94.49999999999994
184,311,A,53,94.49999999999994
185,311,A,54,94.49999999999994
186,311,A,55,94.49999999999994
187,311,A,56,94.49999999999994
188,311,A,57,94.49999999999994
189,311,A,58,94.49999999999994
190,311,A,59,94.49999999999994
191,311,A,60,94.49999999999994
192,311,A,61,94.49999999999994
193,311,A,62,94.49999999999994
194,311,A,63,94.49999999999994
195,311,A,64,94.49999999999994
196,311,A,65,94.49999999999994
197,311,A,66,94.49999999999994
198,311,A,67,94.49999999999994
199,311,A,68,94.49999999999994
200,311,A,69,94.49999999999994
201,311,A,70,94.49999999999994
202,311,A,71,94.49999999999994
203,311,A,72,94.49999999999994
204,311,A,73,94.49999999999994
205,311,A,74,94.49999999999994
206,311,A,75,94.49999999999994
207,311,A,76,94.49999999999994
208,311,A,77,94.49999999999994
209,311,A,78,94.49999999999994
210,311,A,79,94.49999999999994
211,311,A,80,94.49999999999994
212,311,A,81,94.49999999999994
213,311,A,82,94.49999999999994
214,311,A,83,94.49999999999994
215,311,A,84,94.49999999999994
216,311,A,85,94.49999999999994
217,311,A,86,94.49999999999994
218,311,A,87,94.49999999999994
219,311,A,88,94.49999999999994
220,311,A,89,94.49999999999994
221,311,A,90,94.49999999999994
222,311,A,91,94.49999999999994
223,311,A,92,94.49999999999994
224,311,A,93,94.49999999999994
225,311,A,94,94.49999999999994
226,311,A,95,94.49999999999994
227,311,A,96,94.49999999999994
228,311,A,97,94.49999999999994
229,311,A,98,94.49999999999994
230,311,A,99,94.49999999999994
231,311,A,100,94.49999999999994
232,311,A,101,94.49999999999994
233,311,A,102,94.49999999999994
234,311,A,103,94.49999999999994
235,311,A,104,94.49999999999994
236,311,A,105,94.49999999999994
237,311,A,106,94.49999999999994
238,311,A,107,94.49999999999994
239,311,A,108,94.49999999999994
240,311,A,109,94.49999999999994
241,311,A,110,94.49999999999994
242,311,A,111,94.49999999999994
243,311,A,112,94.49999999999994
244,311,A,113,94.49999999999994
245,311,A,114,94.49999999999994
246,311,A,115,94.49999999999994
