Cycle,Tank,Product,Volume
052,310,A,102.0
052,311,A,84.0
052,312,D,116.0
052,313,A,128.0
052,314,A,154.0
052,315,A,62.0
052,316,A,50.0
052,317,D,190.0
052,330,A,106.0
052,332,A,158.0
052,334,A,56.0
052,335,A,55.0
052,336,A,57.0
052,337,A,53.0
052,338,A,58.0
052,339,A,66.0
052,350,54,54.0
052,352,54,55.0
052,353,54,99.0
052,354,54,160.0
052,360,62,111.0
052,361,62,103.0
052,363,54,52.0
052,370,54,56.0
052,372,62,65.0
052,373,62,135.0
052,374,62,51.0
052,375,62,118.0
052,376,62,62.0
