031,"{'01': {'A': 1418, 'D': 213}, '02': {'54': 324, '62': 365}}"
041,"{'01': {'A': 1650, 'D': 190}, '02': {'54': 325, '62': 779}}"
051,"{'01': {'A': 1344, 'D': 241}, '02': {'54': 269, '62': 918}}"
061,"{'01': {'A': 1003, 'D': 202}, '02': {'54': 345, '62': 899}}"
071,"{'01': {'A': 1293, 'D': 190}, '02': {'54': 297, '62': 532}}"
081,"{'01': {'A': 1424, 'D': 172}, '02': {'54': 311, '62': 904}}"
