,Tank,Line,Product,Time,Volume
0,313,01,A,5,26.122
1,313,01,A,6,26.122
2,313,01,A,24,25.491
3,313,01,A,32,26.91
4,313,01,A,33,26.91
5,313,01,A,34,24.769
6,313,01,A,35,24.769
7,313,01,A,36,24.769
8,313,01,A,37,24.769
9,316,01,D,79,12.65
10,316,01,D,80,12.65
11,316,01,D,81,12.65
12,316,01,D,92,15.057
13,317,01,A,26,21.072
14,317,01,A,27,21.072
15,317,01,A,28,21.072
16,317,01,A,29,21.072
17,317,01,A,52,22.436
18,333,01,A,21,25.068
19,333,01,A,22,25.491
20,333,01,A,23,25.491
21,333,01,A,53,27.003
22,333,01,A,54,27.003
23,334,01,A,0,19.578
24,334,01,A,1,19.578
25,334,01,A,2,19.578
26,334,01,A,3,26.122
27,334,01,A,4,26.122
28,334,01,A,25,25.491
29,334,01,A,30,26.91
30,334,01,A,31,26.91
31,337,01,D,82,12.65
32,337,01,D,83,12.65
33,337,01,D,84,12.65
34,337,01,D,85,12.65
35,337,01,D,86,12.65
36,337,01,D,87,14.546
37,337,01,D,88,14.546
38,337,01,D,89,14.546
39,337,01,D,90,14.546
40,337,01,D,91,15.057
41,338,01,A,15,22.325
42,338,01,A,16,22.325
43,338,01,A,17,22.325
44,338,01,A,18,25.068
45,338,01,A,19,25.068
46,338,01,A,20,25.068
47,339,01,A,7,23.534
48,339,01,A,8,23.534
49,339,01,A,9,23.534
50,339,01,A,10,23.534
51,339,01,A,11,23.534
52,339,01,A,12,22.325
53,339,01,A,13,22.325
54,339,01,A,14,22.325
55,339,01,A,38,24.769
56,339,01,A,39,24.769
57,339,01,A,40,22.569
58,339,01,A,41,22.569
59,339,01,A,42,22.569
60,339,01,A,43,22.569
61,339,01,A,44,22.569
62,339,01,A,45,22.569
63,339,01,A,46,22.569
64,339,01,A,47,22.436
65,339,01,A,48,22.436
66,339,01,A,49,22.436
67,339,01,A,50,22.436
68,339,01,A,51,22.436
69,339,01,A,55,27.003
70,339,01,A,56,27.003
71,339,01,A,57,23.378
72,339,01,A,58,23.378
73,339,01,A,59,23.378
74,339,01,A,60,23.378
75,339,01,A,61,23.378
76,339,01,A,62,23.222
77,339,01,A,63,23.222
78,339,01,A,64,23.222
79,339,01,A,65,23.222
80,339,01,A,66,23.222
81,339,01,A,67,11.653
82,339,01,A,68,11.653
83,339,01,A,69,11.653
84,339,01,A,70,11.653
85,339,01,A,71,11.653
86,352,02,54,65,21.088
87,352,02,54,78,11.975
88,352,02,54,79,11.975
89,352,02,54,80,12.0
90,352,02,54,81,12.0
91,352,02,54,82,12.0
92,352,02,54,87,11.95
93,352,02,54,88,11.95
94,353,02,54,66,10.765
95,353,02,54,67,10.765
96,353,02,54,68,10.765
97,353,02,54,69,11.438
98,353,02,54,70,11.438
99,353,02,54,71,11.438
100,353,02,54,72,11.438
101,353,02,54,73,11.438
102,353,02,54,74,11.438
103,353,02,54,75,11.438
104,354,02,54,76,11.975
105,354,02,54,77,11.975
106,354,02,54,83,12.0
107,354,02,54,84,12.0
108,354,02,54,85,11.95
109,354,02,54,86,11.95
110,354,02,54,89,11.95
111,354,02,54,90,11.95
112,354,02,54,91,11.95
113,360,02,62,94,9.448
114,360,02,62,95,9.448
115,360,02,62,96,9.448
116,360,02,62,97,9.448
117,360,02,62,98,9.448
118,360,02,62,99,9.448
119,360,02,62,100,9.448
120,360,02,62,101,9.448
121,360,02,62,102,9.448
122,360,02,62,103,9.448
123,360,02,62,104,9.448
124,360,02,62,105,9.448
125,360,02,62,106,9.448
126,360,02,62,107,9.448
127,360,02,62,108,9.448
128,360,02,62,109,9.448
129,360,02,62,110,9.639
130,360,02,62,111,9.639
131,360,02,62,112,9.639
132,360,02,62,113,9.639
133,360,02,62,114,9.639
134,360,02,62,115,9.639
135,360,02,62,116,9.639
136,360,02,62,117,9.639
137,360,02,62,118,9.639
138,360,02,62,119,9.639
139,360,02,62,120,9.639
140,360,02,62,121,9.639
141,360,02,62,122,9.639
142,360,02,62,123,9.639
143,360,02,62,124,9.639
144,360,02,62,125,9.403
145,360,02,62,126,9.403
146,360,02,62,127,9.403
147,360,02,62,128,9.403
148,360,02,62,129,9.403
149,360,02,62,130,9.403
150,360,02,62,131,9.403
151,360,02,62,132,9.403
152,360,02,62,133,9.403
153,360,02,62,134,9.403
154,360,02,62,135,9.403
155,360,02,62,136,9.403
156,360,02,62,137,9.403
157,360,02,62,138,9.403
158,360,02,62,139,9.403
159,360,02,62,140,9.403
160,360,02,62,141,9.403
161,360,02,62,142,9.403
162,360,02,62,143,9.403
163,360,02,62,144,9.403
164,360,02,62,145,9.403
165,360,02,62,146,8.52
166,360,02,62,147,8.52
167,360,02,62,148,8.52
168,360,02,62,149,8.52
169,360,02,62,150,8.52
170,360,02,62,151,8.52
171,360,02,62,152,8.52
172,360,02,62,153,10.248
173,360,02,62,154,10.248
174,360,02,62,155,10.248
175,360,02,62,156,10.248
176,360,02,62,157,10.248
177,360,02,62,158,10.248
178,360,02,62,159,10.248
179,360,02,62,160,10.248
180,360,02,62,161,10.248
181,360,02,62,162,10.248
182,360,02,62,163,10.248
183,360,02,62,164,9.439
184,360,02,62,165,9.439
185,360,02,62,166,9.439
186,360,02,62,167,9.439
187,360,02,62,168,9.439
188,360,02,62,169,9.439
189,360,02,62,170,9.439
190,360,02,62,171,9.439
191,360,02,62,172,9.439
192,360,02,62,173,9.439
193,360,02,62,174,9.439
194,360,02,62,175,9.439
195,313,13,A,30,2.0319999999999965
196,313,13,A,38,0.001
197,313,14,A,154,2.5
198,313,14,A,155,2.5
199,313,15,A,12,3.665
200,313,15,A,13,3.665
201,313,15,A,14,3.665
202,313,15,A,18,3.665
203,313,15,A,19,3.665
204,313,15,A,20,3.665
205,313,15,A,21,3.665
206,313,15,A,22,3.665
207,313,15,A,23,3.665
208,313,15,A,24,3.665
209,313,15,A,25,3.665
210,313,15,A,26,3.665
211,313,15,A,27,3.665
212,313,15,A,28,3.665
213,313,15,A,29,3.665
214,313,15,A,30,3.665
215,313,17,A,128,4.3
216,313,17,A,130,4.3
217,313,17,A,131,4.3
218,313,17,A,132,4.3
219,313,17,A,133,4.3
220,313,17,A,134,4.3
221,313,17,A,135,4.3
222,313,17,A,136,4.3
223,313,17,A,137,4.3
224,313,17,A,138,4.3
225,313,17,A,139,4.3
226,313,17,A,140,4.3
227,313,17,A,141,4.3
228,313,17,A,142,4.3
229,313,17,A,143,4.3
230,313,17,A,144,4.3
231,313,17,A,145,4.3
232,313,17,A,146,4.3
233,313,17,A,147,4.3
234,313,17,A,148,4.879
235,313,17,A,149,4.879
236,313,17,A,150,4.879
237,313,17,A,151,4.879
238,313,17,A,152,4.879
239,313,17,A,153,4.879
240,313,17,A,154,4.879
241,313,17,A,168,4.879
242,313,19,A,99,4.019
243,313,19,A,100,4.019
244,313,19,A,101,4.019
245,313,19,A,102,4.019
246,313,19,A,103,3.915
247,313,1A,A,27,3.125
248,313,1A,A,28,2.5
249,313,1A,A,30,2.5
250,313,1A,A,31,2.5
251,313,1A,A,32,2.5
252,313,1A,A,33,2.5
253,313,1A,A,34,2.778
254,313,1A,A,35,2.778
255,313,1A,A,36,2.778
256,316,14,D,160,2.269
257,316,14,D,162,2.269
258,316,14,D,163,2.269
259,316,15,D,115,3.568
260,316,15,D,116,3.568
261,316,15,D,117,3.568
262,316,15,D,118,3.568
263,316,15,D,119,3.568
264,316,15,D,120,3.568
265,316,15,D,121,3.568
266,316,15,D,122,3.568
267,316,15,D,123,3.568
268,316,15,D,124,3.568
269,316,15,D,125,3.568
270,316,15,D,126,3.568
271,316,15,D,127,3.568
272,316,15,D,128,3.568
273,316,15,D,129,3.568
274,316,18,D,118,4.833
275,316,18,D,119,4.833
276,316,18,D,120,4.833
277,316,19,D,113,3.75
278,317,18,A,69,5.945
279,317,18,A,90,5.945
280,317,18,A,91,5.773
281,317,18,A,92,5.773
282,317,18,A,93,5.773
283,317,18,A,94,5.773
