,Tank,Line,Product,Flag2,Time_min,Time_max,Volume,Start_Date_Time,Finish_Date_Time,Volume_Exists
0,334,01,A,1,18,27,166.559,2023-01-22 20:00:00,2023-01-23 06:00:00,2
1,334,17,A,22,154,162,41.562000000000005,2023-01-28 12:00:00,2023-01-28 21:00:00,2
2,334,18,A,23,77,80,24.796,2023-01-25 07:00:00,2023-01-25 11:00:00,2
3,334,18,A,24,99,102,19.0,2023-01-26 05:00:00,2023-01-26 09:00:00,2
4,334,1A,A,25,22,34,38.996,2023-01-23 00:00:00,2023-01-23 13:00:00,2
5,337,01,D,2,82,97,190.001,2023-01-25 12:00:00,2023-01-26 04:00:00,0
6,337,13,D,26,82,83,11.896,2023-01-25 12:00:00,2023-01-25 14:00:00,0
7,337,13,D,27,91,91,5.293000000000028,2023-01-25 21:00:00,2023-01-25 22:00:00,0
8,337,13,D,28,94,94,0.001,2023-01-26 00:00:00,2023-01-26 01:00:00,0
9,337,14,D,29,148,159,27.36,2023-01-28 06:00:00,2023-01-28 18:00:00,0
10,337,15,D,30,112,123,42.504,2023-01-26 18:00:00,2023-01-27 06:00:00,0
11,337,17,D,31,82,82,10.0,2023-01-25 12:00:00,2023-01-25 13:00:00,0
12,337,17,D,32,89,89,10.0,2023-01-25 19:00:00,2023-01-25 20:00:00,0
13,337,17,D,33,95,95,0.001,2023-01-26 01:00:00,2023-01-26 02:00:00,0
14,337,18,D,34,92,98,32.501,2023-01-25 22:00:00,2023-01-26 05:00:00,0
15,337,19,D,35,88,92,13.86,2023-01-25 18:00:00,2023-01-25 23:00:00,0
16,337,19,D,36,94,99,21.138,2023-01-26 00:00:00,2023-01-26 06:00:00,0
17,337,1A,D,37,138,140,8.499,2023-01-27 20:00:00,2023-01-27 23:00:00,0
18,338,01,A,3,0,7,116.712,2023-01-22 02:00:00,2023-01-22 10:00:00,3
19,338,01,A,4,28,28,19.994,2023-01-23 06:00:00,2023-01-23 07:00:00,3
20,338,01,A,5,43,75,587.607,2023-01-23 21:00:00,2023-01-25 06:00:00,3
21,338,13,A,38,46,46,10.0,2023-01-24 00:00:00,2023-01-24 01:00:00,3
22,338,13,A,39,65,66,20.0,2023-01-24 19:00:00,2023-01-24 21:00:00,3
23,338,13,A,40,72,74,25.12199999999652,2023-01-25 02:00:00,2023-01-25 05:00:00,3
24,338,14,A,41,52,88,87.616,2023-01-24 06:00:00,2023-01-25 19:00:00,3
25,338,14,A,42,146,147,5.0,2023-01-28 04:00:00,2023-01-28 06:00:00,3
26,338,15,A,43,36,98,230.057,2023-01-23 14:00:00,2023-01-26 05:00:00,3
27,338,17,A,44,112,120,39.753,2023-01-26 18:00:00,2023-01-27 03:00:00,3
28,338,18,A,45,37,57,119.985,2023-01-23 15:00:00,2023-01-24 12:00:00,3
29,338,19,A,46,0,12,43.173,2023-01-22 02:00:00,2023-01-22 15:00:00,3
