,Tank,Line,Product,Flag2,Time_min,Time_max,Volume,Start_Date_Time,Finish_Date_Time,Volume_Exists
0,313,01,A,1,5,6,52.244,2023-01-22 07:00:00,2023-01-22 09:00:00,0
1,313,01,A,2,24,24,25.491,2023-01-23 02:00:00,2023-01-23 03:00:00,0
2,313,01,A,3,32,37,152.896,2023-01-23 10:00:00,2023-01-23 16:00:00,0
3,313,13,A,26,30,30,2.0319999999999965,2023-01-23 08:00:00,2023-01-23 09:00:00,0
4,313,13,A,27,38,38,0.001,2023-01-23 16:00:00,2023-01-23 17:00:00,0
5,313,14,A,28,154,155,5.0,2023-01-28 12:00:00,2023-01-28 14:00:00,0
6,313,15,A,29,12,14,10.995000000000001,2023-01-22 14:00:00,2023-01-22 17:00:00,0
7,313,15,A,30,18,30,47.645,2023-01-22 20:00:00,2023-01-23 09:00:00,0
8,313,17,A,31,128,128,4.3,2023-01-27 10:00:00,2023-01-27 11:00:00,0
9,313,17,A,32,130,154,111.553,2023-01-27 12:00:00,2023-01-28 13:00:00,0
10,313,17,A,33,168,168,4.879,2023-01-29 02:00:00,2023-01-29 03:00:00,0
11,313,19,A,34,99,103,19.991,2023-01-26 05:00:00,2023-01-26 10:00:00,0
12,313,1A,A,35,27,28,5.625,2023-01-23 05:00:00,2023-01-23 07:00:00,0
13,313,1A,A,36,30,36,18.334,2023-01-23 08:00:00,2023-01-23 15:00:00,0
14,316,01,D,4,79,81,37.95,2023-01-25 09:00:00,2023-01-25 12:00:00,29
15,316,01,D,5,92,92,15.057,2023-01-25 22:00:00,2023-01-25 23:00:00,29
16,316,14,D,37,160,160,2.269,2023-01-28 18:00:00,2023-01-28 19:00:00,29
17,316,14,D,38,162,163,4.538,2023-01-28 20:00:00,2023-01-28 22:00:00,29
18,316,15,D,39,115,129,53.52,2023-01-26 21:00:00,2023-01-27 12:00:00,29
19,316,18,D,40,118,120,14.499,2023-01-27 00:00:00,2023-01-27 03:00:00,29
20,316,19,D,41,113,113,3.75,2023-01-26 19:00:00,2023-01-26 20:00:00,29
21,317,01,A,6,26,29,84.288,2023-01-23 04:00:00,2023-01-23 08:00:00,31
22,317,01,A,7,52,52,22.436,2023-01-24 06:00:00,2023-01-24 07:00:00,31
23,317,18,A,42,69,69,5.945,2023-01-24 23:00:00,2023-01-25 00:00:00,31
24,317,18,A,43,90,107,104.086,2023-01-25 20:00:00,2023-01-26 14:00:00,31
25,317,18,A,44,112,113,11.546,2023-01-26 18:00:00,2023-01-26 20:00:00,31
26,333,01,A,8,21,23,76.05,2023-01-22 23:00:00,2023-01-23 02:00:00,6
27,333,01,A,9,53,54,54.006,2023-01-24 07:00:00,2023-01-24 09:00:00,6
28,333,14,A,45,73,75,7.206,2023-01-25 03:00:00,2023-01-25 06:00:00,6
29,333,18,A,46,86,89,23.78,2023-01-25 16:00:00,2023-01-25 20:00:00,6
30,333,18,A,47,121,122,10.5,2023-01-27 03:00:00,2023-01-27 05:00:00,6
31,333,19,A,48,6,6,3.885,2023-01-22 08:00:00,2023-01-22 09:00:00,6
32,333,19,A,49,54,54,4.014,2023-01-24 08:00:00,2023-01-24 09:00:00,6
33,333,19,A,50,74,94,84.384,2023-01-25 04:00:00,2023-01-26 01:00:00,6
34,334,01,A,10,0,4,110.978,2023-01-22 02:00:00,2023-01-22 07:00:00,4
35,334,01,A,11,25,25,25.491,2023-01-23 03:00:00,2023-01-23 04:00:00,4
36,334,01,A,12,30,31,53.82,2023-01-23 08:00:00,2023-01-23 10:00:00,4
37,334,13,A,51,4,4,0.001,2023-01-22 06:00:00,2023-01-22 07:00:00,4
38,334,13,A,52,25,25,0.001,2023-01-23 03:00:00,2023-01-23 04:00:00,4
39,334,17,A,53,122,126,21.5,2023-01-27 04:00:00,2023-01-27 09:00:00,4
40,334,17,A,54,129,129,4.3,2023-01-27 11:00:00,2023-01-27 12:00:00,4
41,334,17,A,55,155,167,63.42699999999999,2023-01-28 13:00:00,2023-01-29 02:00:00,4
42,334,18,A,56,70,74,29.725,2023-01-25 00:00:00,2023-01-25 05:00:00,4
43,334,18,A,57,114,117,23.092,2023-01-26 20:00:00,2023-01-27 00:00:00,4
44,334,19,A,58,1,5,19.424999999999997,2023-01-22 03:00:00,2023-01-22 08:00:00,4
45,334,1A,A,59,11,16,16.668,2023-01-22 13:00:00,2023-01-22 19:00:00,4
46,334,1A,A,60,22,26,15.625,2023-01-23 00:00:00,2023-01-23 05:00:00,4
47,337,01,D,13,82,91,136.49099999999999,2023-01-25 12:00:00,2023-01-25 22:00:00,46
48,337,13,D,61,71,192,95.59100000000001,2023-01-25 01:00:00,2023-01-30 03:00:00,46
49,337,14,D,62,156,159,9.076,2023-01-28 14:00:00,2023-01-28 18:00:00,46
50,337,14,D,63,161,161,2.269,2023-01-28 19:00:00,2023-01-28 20:00:00,46
51,337,14,D,64,164,168,11.345,2023-01-28 22:00:00,2023-01-29 03:00:00,46
52,337,15,D,65,112,114,10.704,2023-01-26 18:00:00,2023-01-26 21:00:00,46
53,337,15,D,66,130,133,14.272,2023-01-27 12:00:00,2023-01-27 16:00:00,46
54,337,19,D,67,105,112,30.0,2023-01-26 11:00:00,2023-01-26 19:00:00,46
55,337,19,D,68,114,116,11.25,2023-01-26 20:00:00,2023-01-26 23:00:00,46
56,337,1A,D,69,128,130,7.5,2023-01-27 10:00:00,2023-01-27 13:00:00,46
57,338,01,A,14,15,20,142.179,2023-01-22 17:00:00,2023-01-22 23:00:00,0
58,338,14,A,70,76,90,36.03,2023-01-25 06:00:00,2023-01-25 21:00:00,0
59,338,14,A,71,100,103,9.608,2023-01-26 06:00:00,2023-01-26 10:00:00,0
60,338,15,A,72,15,17,10.995000000000001,2023-01-22 17:00:00,2023-01-22 20:00:00,0
61,338,15,A,73,80,85,21.990000000000002,2023-01-25 10:00:00,2023-01-25 16:00:00,0
62,338,17,A,74,169,181,63.42699999999999,2023-01-29 03:00:00,2023-01-29 16:00:00,0
63,339,01,A,15,7,14,184.64499999999998,2023-01-22 09:00:00,2023-01-22 17:00:00,0
64,339,01,A,16,38,51,319.70099999999996,2023-01-23 16:00:00,2023-01-24 06:00:00,0
65,339,01,A,17,55,71,345.271,2023-01-24 09:00:00,2023-01-25 02:00:00,0
66,339,13,A,75,39,43,26.086999999997524,2023-01-23 17:00:00,2023-01-23 22:00:00,0
67,339,13,A,76,49,49,0.0010000000000047748,2023-01-24 03:00:00,2023-01-24 04:00:00,0
68,339,13,A,77,53,58,20.004000000000012,2023-01-24 07:00:00,2023-01-24 13:00:00,0
69,339,14,A,78,53,72,48.040000000000006,2023-01-24 07:00:00,2023-01-25 03:00:00,0
70,339,14,A,79,91,99,21.618000000000002,2023-01-25 21:00:00,2023-01-26 06:00:00,0
71,339,15,A,80,7,11,18.325,2023-01-22 09:00:00,2023-01-22 14:00:00,0
72,339,15,A,81,31,79,179.585,2023-01-23 09:00:00,2023-01-25 10:00:00,0
73,339,17,A,82,121,121,4.3,2023-01-27 03:00:00,2023-01-27 04:00:00,0
