Cycle,Tank,Product,Volume
052,310,M4,72.0
052,311,A3,54.0
052,312,D4,86.0
052,313,A2,98.0
052,314,A3,124.0
052,315,V4,32.0
052,316,A2,20.0
052,317,D3,160.0
052,330,A3,76.0
052,332,A3,128.0
052,334,A3,26.0
052,335,A3,25.0
052,336,A3,27.0
052,337,A5,23.0
052,338,A3,28.0
052,339,A3,36.0
052,350,54,24.0
052,352,54,25.0
052,353,54,69.0
052,354,54,130.0
052,360,62,81.0
052,361,62,73.0
052,363,51,22.0
052,370,54,26.0
052,372,96,35.0
052,373,62,105.0
052,374,62,21.0
052,375,62,88.0
052,376,62,32.0
