,Tank,Line,Product,Flag2,Time_min,Time_max,Volume,Start_Date_Time,Finish_Date_Time,Volume_Exists
0,316,01,D,1,125,131,190.00000000000614,2022-09-27 05:00:00,2022-09-27 12:00:00,97
1,316,14,D,7,57,73,34.0,2022-09-24 09:00:00,2022-09-25 02:00:00,97
2,316,15,D,8,123,131,44.0,2022-09-27 03:00:00,2022-09-27 12:00:00,97
3,316,18,D,9,49,52,33.099999999999994,2022-09-24 01:00:00,2022-09-24 05:00:00,97
4,316,19,D,10,120,130,45.0,2022-09-27 00:00:00,2022-09-27 11:00:00,97
5,316,1A,D,11,126,128,10.900000000006148,2022-09-27 06:00:00,2022-09-27 09:00:00,97
6,338,01,A,2,3,54,1300.0,2022-09-22 03:00:00,2022-09-24 07:00:00,6
7,338,14,A,12,0,40,92.99999999999997,2022-09-22 00:00:00,2022-09-23 17:00:00,6
8,338,15,A,13,3,69,324.0,2022-09-22 03:00:00,2022-09-24 22:00:00,6
9,338,17,A,14,3,51,238.0,2022-09-22 03:00:00,2022-09-24 04:00:00,6
10,338,18,A,15,12,40,250.0000000000001,2022-09-22 12:00:00,2022-09-23 17:00:00,6
11,338,19,A,16,6,56,260.09999999999997,2022-09-22 06:00:00,2022-09-24 09:00:00,6
12,338,1A,A,17,33,46,47.09999999999787,2022-09-23 09:00:00,2022-09-23 23:00:00,6
13,351,02,54,3,49,55,42.0,2022-09-24 01:00:00,2022-09-24 08:00:00,5
14,351,16,54,18,112,118,14.75,2022-09-26 16:00:00,2022-09-26 23:00:00,5
15,351,20,54,19,43,43,1.0,2022-09-23 19:00:00,2022-09-23 20:00:00,5
16,352,02,54,4,11,48,228.0,2022-09-22 11:00:00,2022-09-24 01:00:00,24
17,352,02,54,5,56,64,55.40000000000009,2022-09-24 08:00:00,2022-09-24 17:00:00,24
18,352,16,54,20,1,111,232.24999999999966,2022-09-22 01:00:00,2022-09-26 16:00:00,24
19,352,18,54,21,59,61,21.0,2022-09-24 11:00:00,2022-09-24 14:00:00,24
20,352,20,54,22,11,42,51.799999999999756,2022-09-22 11:00:00,2022-09-23 19:00:00,24
21,374,02,62,6,76,131,552.0,2022-09-25 04:00:00,2022-09-27 12:00:00,166
22,374,13,62,23,48,117,140.0,2022-09-24 00:00:00,2022-09-26 22:00:00,166
23,374,14,62,24,106,131,56.0,2022-09-26 10:00:00,2022-09-27 12:00:00,166
24,374,17,62,25,76,115,190.0,2022-09-25 04:00:00,2022-09-26 20:00:00,166
25,374,18,62,26,96,131,258.0,2022-09-26 00:00:00,2022-09-27 12:00:00,166
26,374,20,62,27,90,131,61.5,2022-09-25 18:00:00,2022-09-27 12:00:00,166
27,374,2A,62,28,75,84,13.0,2022-09-25 03:00:00,2022-09-25 13:00:00,166
