,Tank,Line,Product,Flag2,Time_min,Time_max,Volume,Start_Date_Time,Finish_Date_Time,Volume_Exists
0,316,01,D,1,110,112,75.0,2022-09-26 14:00:00,2022-09-26 17:00:00,55
1,316,01,D,2,115,115,26.0,2022-09-26 19:00:00,2022-09-26 20:00:00,55
2,316,14,D,19,64,77,33.199999999999996,2022-09-24 16:00:00,2022-09-25 06:00:00,55
3,316,18,D,20,48,50,21.800000000000004,2022-09-24 00:00:00,2022-09-24 03:00:00,55
4,316,19,D,21,112,112,4.0,2022-09-26 16:00:00,2022-09-26 17:00:00,55
5,331,01,A,3,54,54,27.99999999999978,2022-09-24 06:00:00,2022-09-24 07:00:00,4
6,331,01,A,4,59,60,56.0,2022-09-24 11:00:00,2022-09-24 13:00:00,4
7,337,01,D,5,107,109,84.0,2022-09-26 11:00:00,2022-09-26 14:00:00,42
8,337,01,D,6,113,114,56.0,2022-09-26 17:00:00,2022-09-26 19:00:00,42
9,337,15,D,22,101,116,73.0,2022-09-26 05:00:00,2022-09-26 21:00:00,42
10,337,18,D,23,51,52,14.0,2022-09-24 03:00:00,2022-09-24 05:00:00,42
11,337,19,D,24,113,125,66.3,2022-09-26 17:00:00,2022-09-27 06:00:00,42
12,337,1A,D,25,130,131,8.0,2022-09-27 10:00:00,2022-09-27 12:00:00,42
13,339,01,A,7,8,53,1173.6999999999998,2022-09-22 08:00:00,2022-09-24 06:00:00,52
14,339,01,A,8,55,58,100.0,2022-09-24 07:00:00,2022-09-24 11:00:00,52
15,339,14,A,26,1,59,132.99999999999991,2022-09-22 01:00:00,2022-09-24 12:00:00,52
16,339,15,A,27,6,61,280.0,2022-09-22 06:00:00,2022-09-24 14:00:00,52
17,339,17,A,28,26,38,63.0,2022-09-23 02:00:00,2022-09-23 15:00:00,52
18,339,18,A,29,8,47,348.0,2022-09-22 08:00:00,2022-09-24 00:00:00,52
19,339,19,A,30,1,79,393.9999999999999,2022-09-22 01:00:00,2022-09-25 08:00:00,52
20,339,1A,A,31,10,24,48.0,2022-09-22 10:00:00,2022-09-23 01:00:00,52
21,352,02,54,9,0,27,180.34999999999997,2022-09-22 00:00:00,2022-09-23 04:00:00,4
22,352,02,54,10,33,36,40.0,2022-09-23 09:00:00,2022-09-23 13:00:00,4
23,352,16,54,32,0,61,130.99999999999997,2022-09-22 00:00:00,2022-09-24 14:00:00,4
24,352,18,54,33,54,56,21.0,2022-09-24 06:00:00,2022-09-24 09:00:00,4
25,352,20,54,34,5,32,48.0,2022-09-22 05:00:00,2022-09-23 09:00:00,4
26,353,02,54,11,28,32,50.0,2022-09-23 04:00:00,2022-09-23 09:00:00,66
27,353,16,54,35,62,114,106.0,2022-09-24 14:00:00,2022-09-26 19:00:00,66
28,361,02,62,12,84,96,119.9999999999987,2022-09-25 12:00:00,2022-09-26 01:00:00,10
29,363,02,62,13,42,43,20.0,2022-09-23 18:00:00,2022-09-23 20:00:00,0
30,363,02,62,14,107,112,59.99999979196958,2022-09-26 11:00:00,2022-09-26 17:00:00,0
31,363,14,62,36,102,113,26.99999979203807,2022-09-26 06:00:00,2022-09-26 18:00:00,0
32,363,20,62,37,90,97,8.000000000002519,2022-09-25 18:00:00,2022-09-26 02:00:00,0
33,374,02,62,15,37,41,50.0,2022-09-23 13:00:00,2022-09-23 18:00:00,68
34,374,02,62,16,113,131,175.9999954237045,2022-09-26 17:00:00,2022-09-27 12:00:00,68
35,374,13,62,38,29,84,112.0,2022-09-23 05:00:00,2022-09-25 13:00:00,68
36,374,20,62,39,98,101,4.0,2022-09-26 02:00:00,2022-09-26 06:00:00,68
37,374,2A,62,40,106,107,2.0,2022-09-26 10:00:00,2022-09-26 12:00:00,68
38,376,02,62,17,44,83,393.99999999990916,2022-09-23 20:00:00,2022-09-25 12:00:00,0
39,376,02,62,18,97,106,98.00000020821916,2022-09-26 01:00:00,2022-09-26 11:00:00,0
40,376,14,62,41,81,101,49.199999999999996,2022-09-25 09:00:00,2022-09-26 06:00:00,0
41,376,18,62,42,58,87,247.0000000000001,2022-09-24 10:00:00,2022-09-25 16:00:00,0
42,376,20,62,43,51,89,61.80000171151072,2022-09-24 03:00:00,2022-09-25 18:00:00,0
43,376,2A,62,44,103,105,11.0,2022-09-26 07:00:00,2022-09-26 10:00:00,0
