,Timestamp,Hours,Actual,BPH,Batch,Event Type,Line,Start Date Time,Stop Date Time,Sup/Con,SuperBatch,Tank Farm,Tankage,Total,Volume,Client,Product,Cycle_,Cycle
86,09/27/2023 04:00,1.0,25000,14923,MXE-A3-522,BATCHSTART,01,9/27/2023 3:47:46 AM,9/27/2023 5:28:17 AM,,JA1-A3-521,ATJ,,25000,14923.0,JA1,A3,521,52
87,09/27/2023 05:00,0.47,25000,14923,MXE-A3-522,BATCHSTART,01,9/27/2023 3:47:46 AM,9/27/2023 5:28:17 AM,,JA1-A3-521,ATJ,,25000,7014.0,JA1,A3,521,52
88,09/27/2023 05:00,0.53,22500,14923,MXE-A3-526,BATCHSTART,01,9/27/2023 5:28:17 AM,9/27/2023 6:58:45 AM,,JA1-A3-521,ATJ,,22500,7909.0,JA1,A3,521,52
89,09/27/2023 06:00,0.97,22500,14923,MXE-A3-526,BATCHSTART,01,9/27/2023 5:28:17 AM,9/27/2023 6:58:45 AM,,JA1-A3-521,ATJ,,22500,14475.0,JA1,A3,521,52
90,09/27/2023 06:00,0.03,20000,14923,MXE-A3-523,BATCHSTART,01,9/27/2023 6:58:45 AM,9/27/2023 8:19:10 AM,,JA1-A3-521,ATJ,,20000,448.0,JA1,A3,521,52
91,09/27/2023 07:00,1.0,20000,14923,MXE-A3-523,BATCHSTART,01,9/27/2023 6:58:45 AM,9/27/2023 8:19:10 AM,,JA1-A3-521,ATJ,,20000,14923.0,JA1,A3,521,52
92,09/27/2023 08:00,0.32,20000,14923,MXE-A3-523,BATCHSTART,01,9/27/2023 6:58:45 AM,9/27/2023 8:19:10 AM,,JA1-A3-521,ATJ,,20000,4775.0,JA1,A3,521,52
93,09/27/2023 08:00,0.68,30000,14923,PBF-A3-521,BATCHSTART,01,9/27/2023 8:19:10 AM,9/27/2023 10:19:47 AM,,JA1-A3-521,ATJ,,30000,10148.0,JA1,A3,521,52
94,09/27/2023 09:00,1.0,30000,14923,PBF-A3-521,BATCHSTART,01,9/27/2023 8:19:10 AM,9/27/2023 10:19:47 AM,,JA1-A3-521,ATJ,,30000,14923.0,JA1,A3,521,52
95,09/27/2023 10:00,0.32,30000,14923,PBF-A3-521,BATCHSTART,01,9/27/2023 8:19:10 AM,9/27/2023 10:19:47 AM,,JA1-A3-521,ATJ,,30000,4775.0,JA1,A3,521,52
96,09/27/2023 10:00,0.68,45500,14923,PHI-A3-521,BATCHSTART,01,9/27/2023 10:19:47 AM,9/27/2023 1:22:43 PM,,JA1-A3-521,ATJ,,45500,10148.0,JA1,A3,521,52
97,09/27/2023 11:00,1.0,45500,14923,PHI-A3-521,BATCHSTART,01,9/27/2023 10:19:47 AM,9/27/2023 1:22:43 PM,,JA1-A3-521,ATJ,,45500,14923.0,JA1,A3,521,52
98,09/27/2023 12:00,1.0,45500,14923,PHI-A3-521,BATCHSTART,01,9/27/2023 10:19:47 AM,9/27/2023 1:22:43 PM,,JA1-A3-521,ATJ,,45500,14923.0,JA1,A3,521,52
99,09/27/2023 13:00,0.37,45500,14923,PHI-A3-521,BATCHSTART,01,9/27/2023 10:19:47 AM,9/27/2023 1:22:43 PM,,JA1-A3-521,ATJ,,45500,5522.0,JA1,A3,521,52
100,09/27/2023 13:00,0.63,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,9401.0,JA1,A3,521,52
101,09/27/2023 14:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
102,09/27/2023 15:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
103,09/27/2023 16:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
104,09/27/2023 17:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
105,09/27/2023 18:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
106,09/27/2023 19:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
107,09/27/2023 20:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
108,09/27/2023 21:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
109,09/27/2023 22:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
110,09/27/2023 23:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
111,09/28/2023 00:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
112,09/28/2023 01:00,1.0,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,14923.0,JA1,A3,521,52
113,09/28/2023 02:00,0.1,190000,14923,QTC-A3-521,BATCHSTART,01,9/27/2023 1:22:43 PM,9/28/2023 2:06:39 AM,,JA1-A3-521,ATJ,,190000,1492.0,JA1,A3,521,52
114,09/28/2023 02:00,0.9,35000,14923,RKO-A3-521,BATCHSTART,01,9/28/2023 2:06:39 AM,9/28/2023 4:27:22 AM,,JA1-A3-521,ATJ,,35000,13431.0,JA1,A3,521,52
115,09/28/2023 03:00,1.0,35000,14923,RKO-A3-521,BATCHSTART,01,9/28/2023 2:06:39 AM,9/28/2023 4:27:22 AM,,JA1-A3-521,ATJ,,35000,14923.0,JA1,A3,521,52
116,09/28/2023 04:00,0.45,35000,14923,RKO-A3-521,BATCHSTART,01,9/28/2023 2:06:39 AM,9/28/2023 4:27:22 AM,,JA1-A3-521,ATJ,,35000,6715.0,JA1,A3,521,52
117,09/28/2023 04:00,0.55,23000,14923,SUN-A3-521,BATCHSTART,01,9/28/2023 4:27:22 AM,9/28/2023 5:59:51 AM,,JA1-A3-521,ATJ,,23000,8208.0,JA1,A3,521,52
118,09/28/2023 05:00,0.98,23000,14923,SUN-A3-521,BATCHSTART,01,9/28/2023 4:27:22 AM,9/28/2023 5:59:51 AM,,JA1-A3-521,ATJ,,23000,14625.0,JA1,A3,521,52
119,09/28/2023 05:00,0.02,95000,14923,TAR-A3-521,BATCHSTART,01,9/28/2023 5:59:51 AM,9/28/2023 12:21:48 PM,,JA1-A3-521,ATJ,,95000,298.0,JA1,A3,521,52
120,09/28/2023 06:00,1.0,95000,14923,TAR-A3-521,BATCHSTART,01,9/28/2023 5:59:51 AM,9/28/2023 12:21:48 PM,,JA1-A3-521,ATJ,,95000,14923.0,JA1,A3,521,52
121,09/28/2023 07:00,1.0,95000,14923,TAR-A3-521,BATCHSTART,01,9/28/2023 5:59:51 AM,9/28/2023 12:21:48 PM,,JA1-A3-521,ATJ,,95000,14923.0,JA1,A3,521,52
122,09/28/2023 08:00,1.0,95000,14923,TAR-A3-521,BATCHSTART,01,9/28/2023 5:59:51 AM,9/28/2023 12:21:48 PM,,JA1-A3-521,ATJ,,95000,14923.0,JA1,A3,521,52
123,09/28/2023 09:00,1.0,95000,14923,TAR-A3-521,BATCHSTART,01,9/28/2023 5:59:51 AM,9/28/2023 12:21:48 PM,,JA1-A3-521,ATJ,,95000,14923.0,JA1,A3,521,52
124,09/28/2023 10:00,1.0,95000,14923,TAR-A3-521,BATCHSTART,01,9/28/2023 5:59:51 AM,9/28/2023 12:21:48 PM,,JA1-A3-521,ATJ,,95000,14923.0,JA1,A3,521,52
