,Cycle,Timestamp,Line,Product,Volume,Start Date Time,Stop Date Time
119,52,09/24/2023 07:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
120,52,09/24/2023 07:00,1A,A,2320.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
121,52,09/24/2023 08:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
122,52,09/24/2023 08:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
123,52,09/24/2023 08:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
124,52,09/24/2023 08:00,18,A,6000.0,9/24/2023 4:22:00 AM,9/24/2023 11:57:00 AM
125,52,09/24/2023 08:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
126,52,09/24/2023 08:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
127,52,09/24/2023 09:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
128,52,09/24/2023 09:00,02,54,4733.0,9/24/2023 9:26:14 AM,9/24/2023 10:56:34 AM
129,52,09/24/2023 09:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
130,52,09/24/2023 09:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
131,52,09/24/2023 09:00,18,A,6000.0,9/24/2023 4:22:00 AM,9/24/2023 11:57:00 AM
132,52,09/24/2023 09:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
133,52,09/24/2023 09:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
134,52,09/24/2023 10:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
135,52,09/24/2023 10:00,02,54,8303.0,9/24/2023 10:56:34 AM,9/24/2023 10:56:34 AM
136,52,09/24/2023 10:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
137,52,09/24/2023 10:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
138,52,09/24/2023 10:00,18,A,6000.0,9/24/2023 4:22:00 AM,9/24/2023 11:57:00 AM
139,52,09/24/2023 10:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
140,52,09/24/2023 10:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
141,52,09/24/2023 11:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
142,52,09/24/2023 11:00,02,54,8303.0,9/24/2023 10:56:34 AM,9/24/2023 12:08:49 PM
143,52,09/24/2023 11:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
144,52,09/24/2023 11:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
145,52,09/24/2023 11:00,18,A,6000.0,9/24/2023 11:57:00 AM,9/24/2023 11:57:00 AM
146,52,09/24/2023 11:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
147,52,09/24/2023 11:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
148,52,09/24/2023 12:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
149,52,09/24/2023 12:00,02,54,8303.0,9/24/2023 10:56:34 AM,9/24/2023 12:08:49 PM
150,52,09/24/2023 12:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
151,52,09/24/2023 12:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
152,52,09/24/2023 12:00,18,A,6000.0,9/24/2023 11:57:00 AM,9/24/2023 12:47:00 PM
153,52,09/24/2023 12:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
154,52,09/24/2023 12:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
155,52,09/24/2023 13:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
156,52,09/24/2023 13:00,02,54,8303.0,9/24/2023 12:08:49 PM,9/24/2023 1:57:13 PM
157,52,09/24/2023 13:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
158,52,09/24/2023 13:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
159,52,09/24/2023 13:00,18,A,6000.0,9/24/2023 12:47:00 PM,9/24/2023 1:17:00 PM
160,52,09/24/2023 13:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
161,52,09/24/2023 13:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
162,52,09/24/2023 14:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
163,52,09/24/2023 14:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
164,52,09/24/2023 14:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
165,52,09/24/2023 14:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
166,52,09/24/2023 14:00,18,A,6000.0,9/24/2023 1:17:00 PM,9/24/2023 4:12:00 PM
167,52,09/24/2023 14:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
168,52,09/24/2023 14:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
169,52,09/24/2023 15:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
170,52,09/24/2023 15:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
171,52,09/24/2023 15:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
172,52,09/24/2023 15:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
173,52,09/24/2023 15:00,18,A,6000.0,9/24/2023 1:17:00 PM,9/24/2023 4:12:00 PM
174,52,09/24/2023 15:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
175,52,09/24/2023 15:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
176,52,09/24/2023 16:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
177,52,09/24/2023 16:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
178,52,09/24/2023 16:00,14,A,2100.0,9/23/2023 9:57:08 PM,9/24/2023 5:00:00 PM
179,52,09/24/2023 16:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
180,52,09/24/2023 16:00,18,A,6000.0,9/24/2023 1:17:00 PM,9/24/2023 4:12:00 PM
181,52,09/24/2023 16:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
182,52,09/24/2023 16:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
183,52,09/24/2023 17:00,01,A,14923.0,9/24/2023 7:12:39 AM,9/24/2023 6:36:09 PM
184,52,09/24/2023 17:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
185,52,09/24/2023 17:00,14,A,2100.0,9/24/2023 5:00:00 PM,9/24/2023 6:25:42 PM
186,52,09/24/2023 17:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
187,52,09/24/2023 17:00,18,A,6000.0,9/24/2023 4:37:00 PM,9/24/2023 7:32:00 PM
188,52,09/24/2023 17:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
189,52,09/24/2023 17:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
190,52,09/24/2023 18:00,01,A,14923.0,9/24/2023 6:36:09 PM,9/24/2023 6:36:09 PM
191,52,09/24/2023 18:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
192,52,09/24/2023 18:00,14,A,2100.0,9/24/2023 5:00:00 PM,9/24/2023 6:25:42 PM
193,52,09/24/2023 18:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
194,52,09/24/2023 18:00,18,A,6000.0,9/24/2023 4:37:00 PM,9/24/2023 7:32:00 PM
195,52,09/24/2023 18:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
