,Tank Farm,Line,Event Type,Event Date Time,Batch,Sup/Con,Tankage,Actual,Total,BPH,SuperBatch
230,ATJ,13,BATCHSTOP,9/29/2023 8:21:35 PM,VAL-62-52D,,,0,0,0,JA1-62-521
231,ATJ,13,BATCHSTART,9/29/2023 8:21:35 PM,MXE-62-522,,,2500,2500,1925,JA1-62-521
232,ATJ,13,BATCHSTOP,9/29/2023 9:39:31 PM,MXE-62-522,,,0,0,0,JA1-62-521
233,ATJ,13,BATCHSTART,9/29/2023 9:39:31 PM,CHV-62-521,,,10000,10000,1925,JA1-62-521
234,ATJ,13,BATCHSTOP,9/30/2023 2:51:12 AM,CHV-62-521,,,0,0,0,JA1-62-521
235,ATJ,13,SUPERSTOP,9/30/2023 2:51:12 AM,JA1-62-521,,,0,0,0,None
236,ATJ,14,SUPERSTART,9/22/2023 5:28:34 AM,JA1-A-521,,,139000,139000,2100,JA1-A-521
237,ATJ,14,BATCHSTART,9/22/2023 5:28:34 AM,BPO-A-521,,,20000,20000,2100,JA1-A-521
238,ATJ,14,BATCHSTOP,9/22/2023 3:00:00 PM,BPO-A-521,,,0,0,0,JA1-A-521
239,ATJ,14,BATCHSTART,9/22/2023 3:00:00 PM,BZA-A-521,,,12500,12500,2100,JA1-A-521
240,ATJ,14,BATCHSTOP,9/22/2023 8:57:08 PM,BZA-A-521,,,0,0,0,JA1-A-521
241,ATJ,14,BATCHSTART,9/22/2023 8:57:08 PM,CWH-A-521,,,5000,5000,2100,JA1-A-521
242,ATJ,14,BATCHSTOP,9/22/2023 11:20:00 PM,CWH-A-521,,,0,0,0,JA1-A-521
243,ATJ,14,BATCHSTART,9/22/2023 11:20:00 PM,MOB-A-521,,,20000,20000,2100,JA1-A-521
244,ATJ,14,BATCHSTOP,9/23/2023 8:51:25 AM,MOB-A-521,,,0,0,0,JA1-A-521
245,ATJ,14,BATCHSTART,9/23/2023 8:51:25 AM,MTV-A-521,,,12500,12500,2100,JA1-A-521
246,ATJ,14,BATCHSTOP,9/23/2023 2:48:34 PM,MTV-A-521,,,0,0,0,JA1-A-521
247,ATJ,14,BATCHSTART,9/23/2023 2:48:34 PM,MUC-A-522,,,5000,5000,2100,JA1-A-521
248,ATJ,14,BATCHSTOP,9/23/2023 5:11:25 PM,MUC-A-522,,,0,0,0,JA1-A-521
249,ATJ,14,BATCHSTART,9/23/2023 5:11:25 PM,MXE-A-523,,,10000,10000,2100,JA1-A-521
250,ATJ,14,BATCHSTOP,9/23/2023 9:57:08 PM,MXE-A-523,,,0,0,0,JA1-A-521
251,ATJ,14,BATCHSTART,9/23/2023 9:57:08 PM,QTC-A-521,,,40000,40000,2100,JA1-A-521
252,ATJ,14,BATCHSTOP,9/24/2023 5:00:00 PM,QTC-A-521,,,0,0,0,JA1-A-521
253,ATJ,14,BATCHSTART,9/24/2023 5:00:00 PM,SUN-A-521,,,3000,3000,2100,JA1-A-521
254,ATJ,14,BATCHSTOP,9/24/2023 6:25:42 PM,SUN-A-521,,,0,0,0,JA1-A-521
255,ATJ,14,BATCHSTART,9/24/2023 6:25:42 PM,TRA-A-521,,,5000,5000,2100,JA1-A-521
256,ATJ,14,BATCHSTOP,9/24/2023 8:48:34 PM,TRA-A-521,,,0,0,0,JA1-A-521
257,ATJ,14,BATCHSTART,9/24/2023 8:48:34 PM,VAL-A-52E,,,6000,6000,2100,JA1-A-521
258,ATJ,14,BATCHSTOP,9/24/2023 11:40:00 PM,VAL-A-52E,,,0,0,0,JA1-A-521
259,ATJ,14,SUPERSTOP,9/24/2023 11:40:00 PM,JA1-A-521,,,0,0,0,None
260,ATJ,14,SUPERSTART,9/24/2023 11:40:00 PM,JA1-D-521,,,23000,23000,2100,JA1-D-521
261,ATJ,14,BATCHSTART,9/24/2023 11:40:00 PM,MOB-D-521,,,2500,2500,2100,JA1-D-521
262,ATJ,14,BATCHSTOP,9/25/2023 12:51:25 AM,MOB-D-521,,,0,0,0,JA1-D-521
263,ATJ,14,BATCHSTART,9/25/2023 12:51:25 AM,MTV-D-521,,,2500,2500,2100,JA1-D-521
264,ATJ,14,BATCHSTOP,9/25/2023 2:02:51 AM,MTV-D-521,,,0,0,0,JA1-D-521
265,ATJ,14,BATCHSTART,9/25/2023 2:02:51 AM,MXE-D-521,,,7500,7500,2100,JA1-D-521
266,ATJ,14,BATCHSTOP,9/25/2023 5:37:08 AM,MXE-D-521,,,0,0,0,JA1-D-521
267,ATJ,14,BATCHSTART,9/25/2023 5:37:08 AM,BPO-D-521,,,8000,8000,2100,JA1-D-521
268,ATJ,14,BATCHSTOP,9/25/2023 9:25:42 AM,BPO-D-521,,,0,0,0,JA1-D-521
269,ATJ,14,BATCHSTART,9/25/2023 9:25:42 AM,VAL-D-52D,,,2500,2500,2100,JA1-D-521
270,ATJ,14,BATCHSTOP,9/25/2023 10:37:08 AM,VAL-D-52D,,,0,0,0,JA1-D-521
271,ATJ,14,SUPERSTOP,9/25/2023 10:37:08 AM,JA1-D-521,,,0,0,0,None
272,ATJ,14,SUPERSTART,9/25/2023 10:37:08 AM,JA1-62-521,,,54000,54000,2100,JA1-62-521
273,ATJ,14,BATCHSTART,9/25/2023 10:37:08 AM,BPO-62-521,,,7000,7000,2100,JA1-62-521
274,ATJ,14,BATCHSTOP,9/25/2023 1:57:08 PM,BPO-62-521,,,0,0,0,JA1-62-521
275,ATJ,14,BATCHSTART,9/25/2023 1:57:08 PM,CNL-62-521,,,2500,2500,2100,JA1-62-521
276,ATJ,14,BATCHSTOP,9/25/2023 3:08:34 PM,CNL-62-521,,,0,0,0,JA1-62-521
277,ATJ,14,BATCHSTART,9/25/2023 3:08:34 PM,HOM-62-521,,,13000,13000,2100,JA1-62-521
278,ATJ,14,BATCHSTOP,9/25/2023 9:20:00 PM,HOM-62-521,,,0,0,0,JA1-62-521
279,ATJ,14,BATCHSTART,9/25/2023 9:20:00 PM,MOB-62-521,,,2500,2500,2100,JA1-62-521
280,ATJ,14,BATCHSTOP,9/25/2023 10:31:25 PM,MOB-62-521,,,0,0,0,JA1-62-521
281,ATJ,14,BATCHSTART,9/25/2023 10:31:25 PM,MTV-62-521,,,4500,4500,2100,JA1-62-521
282,ATJ,14,BATCHSTOP,9/26/2023 12:40:00 AM,MTV-62-521,,,0,0,0,JA1-62-521
283,ATJ,14,BATCHSTART,9/26/2023 12:40:00 AM,MXE-62-521,,,2500,2500,2100,JA1-62-521
284,ATJ,14,BATCHSTOP,9/26/2023 1:51:25 AM,MXE-62-521,,,0,0,0,JA1-62-521
285,ATJ,14,BATCHSTART,9/26/2023 1:51:25 AM,QTC-62-521,,,7500,7500,2100,JA1-62-521
286,ATJ,14,BATCHSTOP,9/26/2023 5:25:42 AM,QTC-62-521,,,0,0,0,JA1-62-521
287,ATJ,14,BATCHSTART,9/26/2023 5:25:42 AM,VAL-62-52D,,,14500,14500,2100,JA1-62-521
288,ATJ,14,BATCHSTOP,9/26/2023 12:20:00 PM,VAL-62-52D,,,0,0,0,JA1-62-521
289,ATJ,14,SUPERSTOP,9/26/2023 12:20:00 PM,JA1-62-521,,,0,0,0,None
290,ATJ,15,SUPERSTART,9/23/2023 12:33:00 AM,JA1-A-521,,,401000,401000,3700,JA1-A-521
291,ATJ,15,BATCHSTART,9/23/2023 12:33:00 AM,BPO-A-521,,,59000,59000,3700,JA1-A-521
292,ATJ,15,BATCHSTOP,9/23/2023 4:29:45 PM,BPO-A-521,,,0,0,0,JA1-A-521
293,ATJ,15,BATCHSTART,9/23/2023 4:29:45 PM,CIT-A-521,,,9000,9000,3700,JA1-A-521
294,ATJ,15,BATCHSTOP,9/23/2023 6:55:42 PM,CIT-A-521,,,0,0,0,JA1-A-521
295,ATJ,15,BATCHSTART,9/23/2023 6:55:42 PM,HOM-A-521,,,2500,2500,3700,JA1-A-521
296,ATJ,15,BATCHSTOP,9/23/2023 7:36:14 PM,HOM-A-521,,,0,0,0,JA1-A-521
297,ATJ,15,BATCHSTART,9/23/2023 7:36:14 PM,MOB-A-521,,,2500,2500,3700,JA1-A-521
298,ATJ,15,BATCHSTOP,9/23/2023 8:16:47 PM,MOB-A-521,,,0,0,0,JA1-A-521
299,ATJ,15,BATCHSTART,9/23/2023 8:16:47 PM,MTV-A-521,,,95000,95000,3700,JA1-A-521
300,ATJ,15,BATCHSTOP,9/24/2023 9:57:19 PM,MTV-A-521,,,0,0,0,JA1-A-521
301,ATJ,15,BATCHSTART,9/24/2023 9:57:19 PM,MUC-A-522,,,11000,11000,3700,JA1-A-521
302,ATJ,15,BATCHSTOP,9/25/2023 12:55:42 AM,MUC-A-522,,,0,0,0,JA1-A-521
303,ATJ,15,BATCHSTART,9/25/2023 12:55:42 AM,MXE-A-523,,,10000,10000,3700,JA1-A-521
304,ATJ,15,BATCHSTOP,9/25/2023 3:37:51 AM,MXE-A-523,,,0,0,0,JA1-A-521
305,ATJ,15,BATCHSTART,9/25/2023 3:37:51 AM,PHI-A-521,,,10000,10000,3700,JA1-A-521
306,ATJ,15,BATCHSTOP,9/25/2023 6:20:01 AM,PHI-A-521,,,0,0,0,JA1-A-521
307,ATJ,15,BATCHSTART,9/25/2023 6:20:01 AM,SUN-A-521,,,2500,2500,3700,JA1-A-521
308,ATJ,15,BATCHSTOP,9/25/2023 7:00:34 AM,SUN-A-521,,,0,0,0,JA1-A-521
309,ATJ,15,BATCHSTART,9/25/2023 7:00:34 AM,QTC-A-521,,,145000,145000,3700,JA1-A-521
310,ATJ,15,BATCHSTOP,9/26/2023 10:11:55 PM,QTC-A-521,,,0,0,0,JA1-A-521
311,ATJ,15,BATCHSTART,9/26/2023 10:11:55 PM,VAL-A-52E,,,15500,15500,3700,JA1-A-521
312,ATJ,15,BATCHSTOP,9/27/2023 2:23:16 AM,VAL-A-52E,,,0,0,0,JA1-A-521
313,ATJ,15,BATCHSTART,9/27/2023 2:23:16 AM,CIT-A-522,,,25000,25000,3700,JA1-A-521
314,ATJ,15,BATCHSTOP,9/27/2023 9:08:40 AM,CIT-A-522,,,0,0,0,JA1-A-521
315,ATJ,15,BATCHSTART,9/27/2023 9:08:40 AM,DKS-A-521,,,14000,14000,3700,JA1-A-521
316,ATJ,15,BATCHSTOP,9/27/2023 12:55:42 PM,DKS-A-521,,,0,0,0,JA1-A-521
317,ATJ,15,SUPERSTOP,9/27/2023 12:55:42 PM,JA1-A-521,,,0,0,0,None
318,ATJ,15,SUPERSTART,9/27/2023 12:55:42 PM,JA1-D-521,,,38500,38500,3700,JA1-D-521
319,ATJ,15,BATCHSTART,9/27/2023 12:55:42 PM,CIT-D-521,,,6500,6500,3700,JA1-D-521
320,ATJ,15,BATCHSTOP,9/27/2023 2:41:06 PM,CIT-D-521,,,0,0,0,JA1-D-521
321,ATJ,15,BATCHSTART,9/27/2023 2:41:06 PM,MTV-D-521,,,14000,14000,3700,JA1-D-521
322,ATJ,15,BATCHSTOP,9/27/2023 6:28:08 PM,MTV-D-521,,,0,0,0,JA1-D-521
323,ATJ,15,BATCHSTART,9/27/2023 6:28:08 PM,MXE-D-521,,,5000,5000,3700,JA1-D-521
324,ATJ,15,BATCHSTOP,9/27/2023 7:49:12 PM,MXE-D-521,,,0,0,0,JA1-D-521
325,ATJ,15,BATCHSTART,9/27/2023 7:49:12 PM,BPO-D-521,,,8000,8000,3700,JA1-D-521
326,ATJ,15,BATCHSTOP,9/27/2023 9:58:56 PM,BPO-D-521,,,0,0,0,JA1-D-521
327,ATJ,15,BATCHSTART,9/27/2023 9:58:56 PM,VAL-D-52D,,,5000,5000,3700,JA1-D-521
328,ATJ,15,BATCHSTOP,9/27/2023 11:20:01 PM,VAL-D-52D,,,0,0,0,JA1-D-521
329,ATJ,15,SUPERSTOP,9/27/2023 11:20:01 PM,JA1-D-521,,,0,0,0,None
330,ATJ,16,SUPERSTART,9/25/2023 12:08:46 AM,JA1-54-521,,,284000,284000,2050,JA1-54-521
331,ATJ,16,BATCHSTART,9/25/2023 12:08:46 AM,AAL-54-521,,,5000,5000,2050,JA1-54-521
332,ATJ,16,BATCHSTOP,9/25/2023 2:35:07 AM,AAL-54-521,,,0,0,0,JA1-54-521
333,ATJ,16,BATCHSTART,9/25/2023 2:35:07 AM,EPV-54-521,,,10000,10000,2050,JA1-54-521
334,ATJ,16,BATCHSTOP,9/25/2023 7:27:48 AM,EPV-54-521,,,0,0,0,JA1-54-521
335,ATJ,16,BATCHSTART,9/25/2023 7:27:48 AM,ETI-54-521,,,194000,194000,2050,JA1-54-521
336,ATJ,16,BATCHSTOP,9/29/2023 6:05:51 AM,ETI-54-521,,,0,0,0,JA1-54-521
337,ATJ,16,BATCHSTART,9/29/2023 6:05:51 AM,SWJ-54-521,,,22500,22500,2050,JA1-54-521
338,ATJ,16,BATCHSTOP,9/29/2023 5:04:23 PM,SWJ-54-521,,,0,0,0,JA1-54-521
339,ATJ,16,BATCHSTART,9/29/2023 5:04:23 PM,TMS-54-521,,,15000,15000,2050,JA1-54-521
340,ATJ,16,BATCHSTOP,9/30/2023 12:23:24 AM,TMS-54-521,,,0,0,0,JA1-54-521
341,ATJ,16,BATCHSTART,9/30/2023 12:23:24 AM,TMS-54-521,,,20000,20000,2050,JA1-54-521
342,ATJ,16,BATCHSTOP,9/30/2023 10:08:46 AM,TMS-54-521,,,0,0,0,JA1-54-521
343,ATJ,16,BATCHSTART,9/30/2023 10:08:46 AM,WFS-54-521,,,17500,17500,2050,JA1-54-521
344,ATJ,16,BATCHSTOP,9/30/2023 6:40:58 PM,WFS-54-521,,,0,0,0,JA1-54-521
345,ATJ,16,SUPERSTOP,9/30/2023 6:40:58 PM,JA1-54-521,,,0,0,0,None
346,ATJ,17,SUPERSTART,9/25/2023 3:36:40 AM,JA1-A-521,,,10000,10000,4500,JA1-A-521
347,ATJ,17,BATCHSTART,9/25/2023 3:36:40 AM,TAR-A-521,,,10000,10000,4500,JA1-A-521
348,ATJ,17,BATCHSTOP,9/25/2023 5:50:00 AM,TAR-A-521,,,0,0,0,JA1-A-521
349,ATJ,17,SUPERSTOP,9/25/2023 5:50:00 AM,JA1-A-521,,,0,0,0,None
350,ATJ,17,SUPERSTART,9/25/2023 5:50:00 AM,JA1-A-521,,,246000,246000,4500,JA1-A-521
351,ATJ,17,BATCHSTART,9/25/2023 5:50:00 AM,BPO-A-521,,,5500,5500,4500,JA1-A-521
352,ATJ,17,BATCHSTOP,9/25/2023 7:03:20 AM,BPO-A-521,,,0,0,0,JA1-A-521
353,ATJ,17,BATCHSTART,9/25/2023 7:03:20 AM,BZA-A-521,,,5000,5000,4500,JA1-A-521
354,ATJ,17,BATCHSTOP,9/25/2023 8:10:00 AM,BZA-A-521,,,0,0,0,JA1-A-521
355,ATJ,17,BATCHSTART,9/25/2023 8:10:00 AM,CHV-A-521,,,8000,8000,4500,JA1-A-521
356,ATJ,17,BATCHSTOP,9/25/2023 9:56:40 AM,CHV-A-521,,,0,0,0,JA1-A-521
357,ATJ,17,BATCHSTART,9/25/2023 9:56:40 AM,CKS-A-521,,,5000,5000,4500,JA1-A-521
358,ATJ,17,BATCHSTOP,9/25/2023 11:03:20 AM,CKS-A-521,,,0,0,0,JA1-A-521
359,ATJ,17,BATCHSTART,9/25/2023 11:03:20 AM,CNL-A-521,,,5000,5000,4500,JA1-A-521
360,ATJ,17,BATCHSTOP,9/25/2023 12:10:00 PM,CNL-A-521,,,0,0,0,JA1-A-521
361,ATJ,17,BATCHSTART,9/25/2023 12:10:00 PM,FHR-A-521,,,5000,5000,4500,JA1-A-521
362,ATJ,17,BATCHSTOP,9/25/2023 1:16:40 PM,FHR-A-521,,,0,0,0,JA1-A-521
363,ATJ,17,BATCHSTART,9/25/2023 1:16:40 PM,GUT-A-521,,,5000,5000,4500,JA1-A-521
364,ATJ,17,BATCHSTOP,9/25/2023 2:23:20 PM,GUT-A-521,,,0,0,0,JA1-A-521
365,ATJ,17,BATCHSTART,9/25/2023 2:23:20 PM,MAC-A-521,,,23000,23000,4500,JA1-A-521
366,ATJ,17,BATCHSTOP,9/25/2023 7:30:00 PM,MAC-A-521,,,0,0,0,JA1-A-521
367,ATJ,17,BATCHSTART,9/25/2023 7:30:00 PM,MGC-A-521,,,5000,5000,4500,JA1-A-521
368,ATJ,17,BATCHSTOP,9/25/2023 8:36:40 PM,MGC-A-521,,,0,0,0,JA1-A-521
369,ATJ,17,BATCHSTART,9/25/2023 8:36:40 PM,MTV-A-521,,,65000,65000,4500,JA1-A-521
370,ATJ,17,BATCHSTOP,9/26/2023 11:03:20 AM,MTV-A-521,,,0,0,0,JA1-A-521
371,ATJ,17,BATCHSTART,9/26/2023 11:03:20 AM,MUC-A-522,,,15000,15000,4500,JA1-A-521
372,ATJ,17,BATCHSTOP,9/26/2023 2:23:20 PM,MUC-A-522,,,0,0,0,JA1-A-521
373,ATJ,17,BATCHSTART,9/26/2023 2:23:20 PM,MXE-A-526,,,7500,7500,4500,JA1-A-521
374,ATJ,17,BATCHSTOP,9/26/2023 4:03:20 PM,MXE-A-526,,,0,0,0,JA1-A-521
375,ATJ,17,BATCHSTART,9/26/2023 4:03:20 PM,PHI-A-521,,,7500,7500,4500,JA1-A-521
376,ATJ,17,BATCHSTOP,9/26/2023 5:43:20 PM,PHI-A-521,,,0,0,0,JA1-A-521
377,ATJ,17,BATCHSTART,9/26/2023 5:43:20 PM,QTC-A-521,,,5000,5000,4500,JA1-A-521
378,ATJ,17,BATCHSTOP,9/26/2023 6:50:00 PM,QTC-A-521,,,0,0,0,JA1-A-521
379,ATJ,17,BATCHSTART,9/26/2023 6:50:00 PM,SUN-A-521,,,5000,5000,4500,JA1-A-521
380,ATJ,17,BATCHSTOP,9/26/2023 7:56:40 PM,SUN-A-521,,,0,0,0,JA1-A-521
381,ATJ,17,BATCHSTART,9/26/2023 7:56:40 PM,TAR-A-521,,,65000,65000,4500,JA1-A-521
382,ATJ,17,BATCHSTOP,9/27/2023 10:23:20 AM,TAR-A-521,,,0,0,0,JA1-A-521
383,ATJ,17,BATCHSTART,9/27/2023 10:23:20 AM,MXE-A-521,,,2500,2500,4500,JA1-A-521
384,ATJ,17,BATCHSTOP,9/27/2023 10:56:40 AM,MXE-A-521,,,0,0,0,JA1-A-521
385,ATJ,17,BATCHSTART,9/27/2023 10:56:40 AM,VAL-A-52E,,,7000,7000,4500,JA1-A-521
386,ATJ,17,BATCHSTOP,9/27/2023 12:30:00 PM,VAL-A-52E,,,0,0,0,JA1-A-521
387,ATJ,17,SUPERSTOP,9/27/2023 12:30:00 PM,JA1-A-521,,,0,0,0,None
388,ATJ,17,SUPERSTART,9/27/2023 12:30:00 PM,JA1-D-521,,,23500,23500,4500,JA1-D-521
389,ATJ,17,BATCHSTART,9/27/2023 12:30:00 PM,MTV-D-521,,,6000,6000,4500,JA1-D-521
390,ATJ,17,BATCHSTOP,9/27/2023 1:50:00 PM,MTV-D-521,,,0,0,0,JA1-D-521
391,ATJ,17,BATCHSTART,9/27/2023 1:50:00 PM,PHI-D-521,,,2500,2500,4500,JA1-D-521
392,ATJ,17,BATCHSTOP,9/27/2023 2:23:20 PM,PHI-D-521,,,0,0,0,JA1-D-521
393,ATJ,17,BATCHSTART,9/27/2023 2:23:20 PM,TAR-D-521,,,5000,5000,4500,JA1-D-521
394,ATJ,17,BATCHSTOP,9/27/2023 3:30:00 PM,TAR-D-521,,,0,0,0,JA1-D-521
395,ATJ,17,BATCHSTART,9/27/2023 3:30:00 PM,MXE-D-521,,,2500,2500,4500,JA1-D-521
396,ATJ,17,BATCHSTOP,9/27/2023 4:03:20 PM,MXE-D-521,,,0,0,0,JA1-D-521
397,ATJ,17,BATCHSTART,9/27/2023 4:03:20 PM,VAL-D-52D,,,2500,2500,4500,JA1-D-521
398,ATJ,17,BATCHSTOP,9/27/2023 4:36:40 PM,VAL-D-52D,,,0,0,0,JA1-D-521
399,ATJ,17,BATCHSTART,9/27/2023 4:36:40 PM,MAC-D-521,,,2500,2500,4500,JA1-D-521
400,ATJ,17,BATCHSTOP,9/27/2023 5:10:00 PM,MAC-D-521,,,0,0,0,JA1-D-521
401,ATJ,17,BATCHSTART,9/27/2023 5:10:00 PM,BPO-D-521,,,2500,2500,4500,JA1-D-521
402,ATJ,17,BATCHSTOP,9/27/2023 5:43:20 PM,BPO-D-521,,,0,0,0,JA1-D-521
403,ATJ,17,SUPERSTOP,9/27/2023 5:43:20 PM,JA1-D-521,,,0,0,0,None
404,ATJ,17,SUPERSTART,9/27/2023 5:43:20 PM,JA1-62-521,,,270500,270500,4500,JA1-62-521
405,ATJ,17,BATCHSTART,9/27/2023 5:43:20 PM,ATL-62-521,,,5000,5000,4500,JA1-62-521
406,ATJ,17,BATCHSTOP,9/27/2023 6:50:00 PM,ATL-62-521,,,0,0,0,JA1-62-521
407,ATJ,17,BATCHSTART,9/27/2023 6:50:00 PM,FHR-62-521,,,10000,10000,4500,JA1-62-521
408,ATJ,17,BATCHSTOP,9/27/2023 9:03:20 PM,FHR-62-521,,,0,0,0,JA1-62-521
409,ATJ,17,BATCHSTART,9/27/2023 9:03:20 PM,GUT-62-521,,,5000,5000,4500,JA1-62-521
410,ATJ,17,BATCHSTOP,9/27/2023 10:10:00 PM,GUT-62-521,,,0,0,0,JA1-62-521
411,ATJ,17,BATCHSTART,9/27/2023 10:10:00 PM,MAC-62-521,,,42500,42500,4500,JA1-62-521
412,ATJ,17,BATCHSTOP,9/28/2023 7:36:40 AM,MAC-62-521,,,0,0,0,JA1-62-521
413,ATJ,17,BATCHSTART,9/28/2023 7:36:40 AM,MTV-62-521,,,38000,38000,4500,JA1-62-521
414,ATJ,17,BATCHSTOP,9/28/2023 4:03:20 PM,MTV-62-521,,,0,0,0,JA1-62-521
415,ATJ,17,BATCHSTART,9/28/2023 4:03:20 PM,MUC-62-522,,,7500,7500,4500,JA1-62-521
416,ATJ,17,BATCHSTOP,9/28/2023 5:43:20 PM,MUC-62-522,,,0,0,0,JA1-62-521
417,ATJ,17,BATCHSTART,9/28/2023 5:43:20 PM,MUS-62-52A,,,5000,5000,4500,JA1-62-521
418,ATJ,17,BATCHSTOP,9/28/2023 6:50:00 PM,MUS-62-52A,,,0,0,0,JA1-62-521
419,ATJ,17,BATCHSTART,9/28/2023 6:50:00 PM,PHI-62-521,,,15000,15000,4500,JA1-62-521
420,ATJ,17,BATCHSTOP,9/28/2023 10:10:00 PM,PHI-62-521,,,0,0,0,JA1-62-521
421,ATJ,17,BATCHSTART,9/28/2023 10:10:00 PM,PTC-62-521,,,4000,4000,4500,JA1-62-521
422,ATJ,17,BATCHSTOP,9/28/2023 11:03:20 PM,PTC-62-521,,,0,0,0,JA1-62-521
423,ATJ,17,BATCHSTART,9/28/2023 11:03:20 PM,QTC-62-521,,,5000,5000,4500,JA1-62-521
424,ATJ,17,BATCHSTOP,9/29/2023 12:10:00 AM,QTC-62-521,,,0,0,0,JA1-62-521
425,ATJ,17,BATCHSTART,9/29/2023 12:10:00 AM,TAR-62-521,,,100000,100000,4500,JA1-62-521
426,ATJ,17,BATCHSTOP,9/29/2023 10:23:20 PM,TAR-62-521,,,0,0,0,JA1-62-521
427,ATJ,17,BATCHSTART,9/29/2023 10:23:20 PM,VAL-62-52D,,,13000,13000,4500,JA1-62-521
428,ATJ,17,BATCHSTOP,9/30/2023 1:16:40 AM,VAL-62-52D,,,0,0,0,JA1-62-521
429,ATJ,17,BATCHSTART,9/30/2023 1:16:40 AM,VTL-62-521,,,5000,5000,4500,JA1-62-521
430,ATJ,17,BATCHSTOP,9/30/2023 2:23:20 AM,VTL-62-521,,,0,0,0,JA1-62-521
431,ATJ,17,BATCHSTART,9/30/2023 2:23:20 AM,WFS-62-521,,,5000,5000,4500,JA1-62-521
432,ATJ,17,BATCHSTOP,9/30/2023 3:30:00 AM,WFS-62-521,,,0,0,0,JA1-62-521
433,ATJ,17,BATCHSTART,9/30/2023 3:30:00 AM,BPO-62-521,,,5500,5500,4500,JA1-62-521
434,ATJ,17,BATCHSTOP,9/30/2023 4:43:20 AM,BPO-62-521,,,0,0,0,JA1-62-521
435,ATJ,17,BATCHSTART,9/30/2023 4:43:20 AM,USO-62-521,,,5000,5000,4500,JA1-62-521
436,ATJ,17,BATCHSTOP,9/30/2023 5:50:00 AM,USO-62-521,,,0,0,0,JA1-62-521
437,ATJ,17,SUPERSTOP,9/30/2023 5:50:00 AM,JA1-62-521,,,0,0,0,None
438,ATJ,18,SUPERSTART,9/24/2023 4:22:00 AM,JA1-A-521,,,406000,406000,6000,JA1-A-521
439,ATJ,18,BATCHSTART,9/24/2023 4:22:00 AM,BPO-A-521,,,45500,45500,6000,JA1-A-521
440,ATJ,18,BATCHSTOP,9/24/2023 11:57:00 AM,BPO-A-521,,,0,0,0,JA1-A-521
441,ATJ,18,BATCHSTART,9/24/2023 11:57:00 AM,BZA-A-521,,,5000,5000,6000,JA1-A-521
442,ATJ,18,BATCHSTOP,9/24/2023 12:47:00 PM,BZA-A-521,,,0,0,0,JA1-A-521
443,ATJ,18,BATCHSTART,9/24/2023 12:47:00 PM,CHV-A-521,,,3000,3000,6000,JA1-A-521
444,ATJ,18,BATCHSTOP,9/24/2023 1:17:00 PM,CHV-A-521,,,0,0,0,JA1-A-521
445,ATJ,18,BATCHSTART,9/24/2023 1:17:00 PM,CIT-A-521,,,17500,17500,6000,JA1-A-521
446,ATJ,18,BATCHSTOP,9/24/2023 4:12:00 PM,CIT-A-521,,,0,0,0,JA1-A-521
447,ATJ,18,BATCHSTART,9/24/2023 4:12:00 PM,CNL-A-521,,,2500,2500,6000,JA1-A-521
448,ATJ,18,BATCHSTOP,9/24/2023 4:37:00 PM,CNL-A-521,,,0,0,0,JA1-A-521
449,ATJ,18,BATCHSTART,9/24/2023 4:37:00 PM,DKS-A-521,,,17500,17500,6000,JA1-A-521
450,ATJ,18,BATCHSTOP,9/24/2023 7:32:00 PM,DKS-A-521,,,0,0,0,JA1-A-521
451,ATJ,18,BATCHSTART,9/24/2023 7:32:00 PM,FHR-A-521,,,5000,5000,6000,JA1-A-521
452,ATJ,18,BATCHSTOP,9/24/2023 8:22:00 PM,FHR-A-521,,,0,0,0,JA1-A-521
453,ATJ,18,BATCHSTART,9/24/2023 8:22:00 PM,GUT-A-521,,,2500,2500,6000,JA1-A-521
454,ATJ,18,BATCHSTOP,9/24/2023 8:47:00 PM,GUT-A-521,,,0,0,0,JA1-A-521
455,ATJ,18,BATCHSTART,9/24/2023 8:47:00 PM,HOM-A-521,,,23000,23000,6000,JA1-A-521
456,ATJ,18,BATCHSTOP,9/25/2023 12:37:00 AM,HOM-A-521,,,0,0,0,JA1-A-521
457,ATJ,18,BATCHSTART,9/25/2023 12:37:00 AM,MAC-A-521,,,12500,12500,6000,JA1-A-521
458,ATJ,18,BATCHSTOP,9/25/2023 2:42:00 AM,MAC-A-521,,,0,0,0,JA1-A-521
459,ATJ,18,BATCHSTART,9/25/2023 2:42:00 AM,MGC-A-521,,,10000,10000,6000,JA1-A-521
460,ATJ,18,BATCHSTOP,9/25/2023 4:22:00 AM,MGC-A-521,,,0,0,0,JA1-A-521
461,ATJ,18,BATCHSTART,9/25/2023 4:22:00 AM,MTV-A-521,,,3500,3500,6000,JA1-A-521
462,ATJ,18,BATCHSTOP,9/25/2023 4:57:00 AM,MTV-A-521,,,0,0,0,JA1-A-521
463,ATJ,18,BATCHSTART,9/25/2023 4:57:00 AM,MUC-A-522,,,46500,46500,6000,JA1-A-521
464,ATJ,18,BATCHSTOP,9/25/2023 12:42:00 PM,MUC-A-522,,,0,0,0,JA1-A-521
465,ATJ,18,BATCHSTART,9/25/2023 12:42:00 PM,MXE-A-521,,,5000,5000,6000,JA1-A-521
466,ATJ,18,BATCHSTOP,9/25/2023 1:32:00 PM,MXE-A-521,,,0,0,0,JA1-A-521
