,Tank,Line,Product,Flag2,Time_min,Time_max,Volume,Start_Date_Time,Finish_Date_Time,Volume_Exists
87,360,02,62,71,78,78,6.0,2022-09-25 06:00:00,2022-09-25 07:00:00,7.0
88,360,02,62,72,81,81,6.0,2022-09-25 09:00:00,2022-09-25 10:00:00,7.0
89,360,02,62,73,90,90,6.0,2022-09-25 18:00:00,2022-09-25 19:00:00,7.0
90,360,02,62,74,100,100,8.0,2022-09-26 04:00:00,2022-09-26 05:00:00,7.0
91,360,02,62,75,103,104,12.0,2022-09-26 07:00:00,2022-09-26 09:00:00,7.0
92,360,02,62,76,110,110,6.0,2022-09-26 14:00:00,2022-09-26 15:00:00,7.0
93,360,02,62,77,113,113,10.0,2022-09-26 17:00:00,2022-09-26 18:00:00,7.0
94,360,18,62,142,124,131,61.099999999999994,2022-09-27 04:00:00,2022-09-27 12:00:00,7.0
95,361,02,62,78,94,94,6.0,2022-09-25 22:00:00,2022-09-25 23:00:00,10.0
96,361,02,62,79,99,99,6.0,2022-09-26 03:00:00,2022-09-26 04:00:00,10.0
97,361,02,62,80,107,107,6.0,2022-09-26 11:00:00,2022-09-26 12:00:00,10.0
98,363,02,62,81,92,92,6.0,2022-09-25 20:00:00,2022-09-25 21:00:00,
99,363,02,62,82,114,114,6.0,2022-09-26 18:00:00,2022-09-26 19:00:00,
100,370,02,54,83,9,9,10.0,2022-09-22 09:00:00,2022-09-22 10:00:00,
101,370,02,54,84,26,26,10.0,2022-09-23 02:00:00,2022-09-23 03:00:00,
102,370,02,54,85,28,28,6.0,2022-09-23 04:00:00,2022-09-23 05:00:00,
103,370,02,54,86,31,31,10.0,2022-09-23 07:00:00,2022-09-23 08:00:00,
104,370,02,54,87,35,35,10.0,2022-09-23 11:00:00,2022-09-23 12:00:00,
105,370,20,54,143,0,25,44.0,2022-09-22 00:00:00,2022-09-23 02:00:00,
106,371,02,62,88,68,68,6.0,2022-09-24 20:00:00,2022-09-24 21:00:00,10.0
107,371,02,62,89,115,115,6.0,2022-09-26 19:00:00,2022-09-26 20:00:00,10.0
108,371,02,62,90,123,123,10.0,2022-09-27 03:00:00,2022-09-27 04:00:00,10.0
109,371,2A,62,144,103,111,13.0,2022-09-26 07:00:00,2022-09-26 16:00:00,10.0
110,373,02,62,91,69,69,6.0,2022-09-24 21:00:00,2022-09-24 22:00:00,10.0
111,373,02,62,92,85,85,9.0,2022-09-25 13:00:00,2022-09-25 14:00:00,10.0
112,373,02,62,93,93,93,6.0,2022-09-25 21:00:00,2022-09-25 22:00:00,10.0
113,373,02,62,94,98,98,6.0,2022-09-26 02:00:00,2022-09-26 03:00:00,10.0
114,373,02,62,95,101,102,12.0,2022-09-26 05:00:00,2022-09-26 07:00:00,10.0
115,373,14,62,145,108,118,24.000000000000004,2022-09-26 12:00:00,2022-09-26 23:00:00,10.0
116,374,02,62,96,71,71,6.0,2022-09-24 23:00:00,2022-09-25 00:00:00,68.0
117,374,02,62,97,80,80,6.0,2022-09-25 08:00:00,2022-09-25 09:00:00,68.0
118,374,02,62,98,82,82,6.0,2022-09-25 10:00:00,2022-09-25 11:00:00,68.0
119,374,02,62,99,89,89,6.0,2022-09-25 17:00:00,2022-09-25 18:00:00,68.0
120,374,02,62,100,111,112,12.0,2022-09-26 15:00:00,2022-09-26 17:00:00,68.0
121,374,02,62,101,116,116,6.0,2022-09-26 20:00:00,2022-09-26 21:00:00,68.0
122,374,20,62,146,112,131,32.0,2022-09-26 16:00:00,2022-09-27 12:00:00,68.0
123,375,02,62,102,70,70,6.0,2022-09-24 22:00:00,2022-09-24 23:00:00,
124,375,02,62,103,73,73,6.0,2022-09-25 01:00:00,2022-09-25 02:00:00,
125,375,02,62,104,75,76,12.0,2022-09-25 03:00:00,2022-09-25 05:00:00,
126,375,02,62,105,83,83,6.0,2022-09-25 11:00:00,2022-09-25 12:00:00,
127,375,02,62,106,87,87,6.0,2022-09-25 15:00:00,2022-09-25 16:00:00,
128,375,02,62,107,91,91,6.0,2022-09-25 19:00:00,2022-09-25 20:00:00,
129,375,02,62,108,96,96,6.0,2022-09-26 00:00:00,2022-09-26 01:00:00,
130,375,02,62,109,105,105,6.0,2022-09-26 09:00:00,2022-09-26 10:00:00,
131,375,02,62,110,109,109,6.0,2022-09-26 13:00:00,2022-09-26 14:00:00,
132,375,02,62,111,117,121,30.0,2022-09-26 21:00:00,2022-09-27 02:00:00,
133,375,02,62,112,124,124,6.0,2022-09-27 04:00:00,2022-09-27 05:00:00,
134,376,02,62,113,72,72,6.0,2022-09-25 00:00:00,2022-09-25 01:00:00,
135,376,02,62,114,74,74,6.0,2022-09-25 02:00:00,2022-09-25 03:00:00,
136,376,02,62,115,77,77,6.0,2022-09-25 05:00:00,2022-09-25 06:00:00,
137,376,02,62,116,79,79,6.0,2022-09-25 07:00:00,2022-09-25 08:00:00,
138,376,02,62,117,84,84,6.0,2022-09-25 12:00:00,2022-09-25 13:00:00,
139,376,02,62,118,86,86,6.0,2022-09-25 14:00:00,2022-09-25 15:00:00,
140,376,02,62,119,88,88,6.0,2022-09-25 16:00:00,2022-09-25 17:00:00,
141,376,02,62,120,95,95,6.0,2022-09-25 23:00:00,2022-09-26 00:00:00,
142,376,02,62,121,97,97,6.0,2022-09-26 01:00:00,2022-09-26 02:00:00,
143,376,02,62,122,106,106,6.0,2022-09-26 10:00:00,2022-09-26 11:00:00,
144,376,02,62,123,108,108,6.0,2022-09-26 12:00:00,2022-09-26 13:00:00,
145,376,02,62,124,122,122,6.0,2022-09-27 02:00:00,2022-09-27 03:00:00,
146,376,13,62,147,96,129,68.0,2022-09-26 00:00:00,2022-09-27 10:00:00,
