,Tank,Line,Product,Flag2,Time_min,Time_max,Volume,Start_Date_Time,Finish_Date_Time,Volume_Exists
0,310,01,A,1,30,30,25.0,2022-09-23 06:00:00,2022-09-23 07:00:00,86.0
1,310,01,A,2,32,32,25.0,2022-09-23 08:00:00,2022-09-23 09:00:00,86.0
2,310,01,A,3,34,34,25.0,2022-09-23 10:00:00,2022-09-23 11:00:00,86.0
3,310,01,A,4,45,46,50.0,2022-09-23 21:00:00,2022-09-23 23:00:00,86.0
4,310,01,A,5,50,50,25.0,2022-09-24 02:00:00,2022-09-24 03:00:00,86.0
5,310,1A,A,125,15,26,52.0,2022-09-22 15:00:00,2022-09-23 03:00:00,86.0
6,311,01,A,6,42,42,25.0,2022-09-23 18:00:00,2022-09-23 19:00:00,5.0
7,312,01,D,7,110,110,28.0,2022-09-26 14:00:00,2022-09-26 15:00:00,40.0
8,312,01,D,8,112,112,28.0,2022-09-26 16:00:00,2022-09-26 17:00:00,40.0
9,312,01,D,9,114,115,53.0,2022-09-26 18:00:00,2022-09-26 20:00:00,40.0
10,312,15,D,126,106,123,89.0,2022-09-26 10:00:00,2022-09-27 04:00:00,40.0
11,312,19,D,127,119,131,55.99999999999999,2022-09-26 23:00:00,2022-09-27 12:00:00,40.0
12,312,1A,D,128,130,131,9.0,2022-09-27 10:00:00,2022-09-27 12:00:00,40.0
13,313,01,A,10,2,2,25.0,2022-09-22 02:00:00,2022-09-22 03:00:00,
14,313,01,A,11,4,9,150.0,2022-09-22 04:00:00,2022-09-22 10:00:00,
15,313,01,A,12,16,16,28.0,2022-09-22 16:00:00,2022-09-22 17:00:00,
16,313,01,A,13,21,21,25.0,2022-09-22 21:00:00,2022-09-22 22:00:00,
17,313,01,A,14,23,24,53.0,2022-09-22 23:00:00,2022-09-23 01:00:00,
18,313,01,A,15,29,29,25.0,2022-09-23 05:00:00,2022-09-23 06:00:00,
19,313,01,A,16,31,31,25.0,2022-09-23 07:00:00,2022-09-23 08:00:00,
20,313,01,A,17,36,39,100.0,2022-09-23 12:00:00,2022-09-23 16:00:00,
21,313,01,A,18,44,44,28.0,2022-09-23 20:00:00,2022-09-23 21:00:00,
22,313,01,A,19,48,48,25.0,2022-09-24 00:00:00,2022-09-24 01:00:00,
23,313,01,A,20,52,53,53.0,2022-09-24 04:00:00,2022-09-24 06:00:00,
24,313,01,A,21,55,55,25.0,2022-09-24 07:00:00,2022-09-24 08:00:00,
25,313,15,A,129,2,50,206.0,2022-09-22 02:00:00,2022-09-24 03:00:00,
26,313,19,A,130,0,90,398.9999999999994,2022-09-22 00:00:00,2022-09-25 19:00:00,
27,314,01,A,22,35,35,25.0,2022-09-23 11:00:00,2022-09-23 12:00:00,
28,314,01,A,23,41,41,25.0,2022-09-23 17:00:00,2022-09-23 18:00:00,
29,314,01,A,24,47,47,25.0,2022-09-23 23:00:00,2022-09-24 00:00:00,
30,314,01,A,25,54,54,25.0,2022-09-24 06:00:00,2022-09-24 07:00:00,
31,314,14,A,131,0,69,143.99999999999994,2022-09-22 00:00:00,2022-09-24 22:00:00,
32,316,01,D,26,113,113,28.0,2022-09-26 17:00:00,2022-09-26 18:00:00,4.0
33,316,01,D,27,116,117,56.0,2022-09-26 20:00:00,2022-09-26 22:00:00,4.0
34,333,01,A,28,51,51,25.0,2022-09-24 03:00:00,2022-09-24 04:00:00,6.0
35,334,01,A,29,3,3,25.0,2022-09-22 03:00:00,2022-09-22 04:00:00,7.0
36,334,01,A,30,13,14,50.0,2022-09-22 13:00:00,2022-09-22 15:00:00,7.0
37,334,01,A,31,18,18,25.0,2022-09-22 18:00:00,2022-09-22 19:00:00,7.0
38,336,01,A,32,10,12,75.0,2022-09-22 10:00:00,2022-09-22 13:00:00,4.0
39,336,01,A,33,25,25,25.0,2022-09-23 01:00:00,2022-09-23 02:00:00,4.0
40,337,01,D,34,111,111,25.0,2022-09-26 15:00:00,2022-09-26 16:00:00,46.0
41,337,18,D,132,73,74,4.440892098500626e-16,2022-09-25 01:00:00,2022-09-25 03:00:00,46.0
42,337,18,D,133,83,83,8.881784197001252e-16,2022-09-25 11:00:00,2022-09-25 12:00:00,46.0
43,337,18,D,134,99,107,3.774758283725532e-15,2022-09-26 03:00:00,2022-09-26 12:00:00,46.0
44,337,18,D,135,111,116,42.99999999999999,2022-09-26 15:00:00,2022-09-26 21:00:00,46.0
45,338,01,A,35,1,1,25.0,2022-09-22 01:00:00,2022-09-22 02:00:00,6.0
46,338,01,A,36,17,17,27.0,2022-09-22 17:00:00,2022-09-22 18:00:00,6.0
47,338,01,A,37,19,20,50.0,2022-09-22 19:00:00,2022-09-22 21:00:00,6.0
48,338,01,A,38,27,28,50.0,2022-09-23 03:00:00,2022-09-23 05:00:00,6.0
49,338,01,A,39,40,40,25.0,2022-09-23 16:00:00,2022-09-23 17:00:00,6.0
50,338,17,A,136,0,2,13.0,2022-09-22 00:00:00,2022-09-22 03:00:00,6.0
51,338,17,A,137,99,131,143.0,2022-09-26 03:00:00,2022-09-27 12:00:00,6.0
52,339,01,A,40,15,15,28.0,2022-09-22 15:00:00,2022-09-22 16:00:00,
53,339,01,A,41,22,22,28.0,2022-09-22 22:00:00,2022-09-22 23:00:00,
54,339,01,A,42,26,26,24.99999999999997,2022-09-23 02:00:00,2022-09-23 03:00:00,
55,339,01,A,43,33,33,28.0,2022-09-23 09:00:00,2022-09-23 10:00:00,
56,339,01,A,44,43,43,25.0,2022-09-23 19:00:00,2022-09-23 20:00:00,
57,339,01,A,45,49,49,25.0,2022-09-24 01:00:00,2022-09-24 02:00:00,
58,339,01,A,46,56,57,50.0,2022-09-24 08:00:00,2022-09-24 10:00:00,
59,339,18,A,138,12,61,390.79999999999995,2022-09-22 12:00:00,2022-09-24 14:00:00,
60,350,02,54,47,14,14,10.0,2022-09-22 14:00:00,2022-09-22 15:00:00,4.0
61,350,02,54,48,17,17,10.0,2022-09-22 17:00:00,2022-09-22 18:00:00,4.0
62,350,16,54,139,59,120,126.99999999999997,2022-09-24 11:00:00,2022-09-27 01:00:00,4.0
63,351,02,54,49,3,3,6.0,2022-09-22 03:00:00,2022-09-22 04:00:00,5.0
64,351,02,54,50,15,15,6.0,2022-09-22 15:00:00,2022-09-22 16:00:00,5.0
65,351,02,54,51,19,19,6.0,2022-09-22 19:00:00,2022-09-22 20:00:00,5.0
66,351,02,54,52,22,22,6.0,2022-09-22 22:00:00,2022-09-22 23:00:00,5.0
67,351,02,54,53,24,25,16.0,2022-09-23 00:00:00,2022-09-23 02:00:00,5.0
68,351,02,54,54,27,27,10.0,2022-09-23 03:00:00,2022-09-23 04:00:00,5.0
69,351,02,54,55,29,30,20.0,2022-09-23 05:00:00,2022-09-23 07:00:00,5.0
70,351,02,54,56,32,32,6.0,2022-09-23 08:00:00,2022-09-23 09:00:00,5.0
71,351,18,54,140,120,121,14.0,2022-09-27 00:00:00,2022-09-27 02:00:00,5.0
72,352,02,54,57,0,0,10.0,2022-09-22 00:00:00,2022-09-22 01:00:00,6.0
73,352,02,54,58,4,6,26.0,2022-09-22 04:00:00,2022-09-22 07:00:00,6.0
74,352,02,54,59,8,8,6.0,2022-09-22 08:00:00,2022-09-22 09:00:00,6.0
75,352,02,54,60,10,11,20.0,2022-09-22 10:00:00,2022-09-22 12:00:00,6.0
76,352,02,54,61,13,13,10.0,2022-09-22 13:00:00,2022-09-22 14:00:00,6.0
77,352,13,54,141,0,3,8.0,2022-09-22 00:00:00,2022-09-22 04:00:00,6.0
78,354,02,54,62,1,2,20.0,2022-09-22 01:00:00,2022-09-22 03:00:00,14.0
79,354,02,54,63,7,7,10.0,2022-09-22 07:00:00,2022-09-22 08:00:00,14.0
80,354,02,54,64,12,12,10.0,2022-09-22 12:00:00,2022-09-22 13:00:00,14.0
81,354,02,54,65,16,16,10.0,2022-09-22 16:00:00,2022-09-22 17:00:00,14.0
82,354,02,54,66,18,18,10.0,2022-09-22 18:00:00,2022-09-22 19:00:00,14.0
83,354,02,54,67,20,21,20.0,2022-09-22 20:00:00,2022-09-22 22:00:00,14.0
84,354,02,54,68,23,23,10.0,2022-09-22 23:00:00,2022-09-23 00:00:00,14.0
85,354,02,54,69,33,34,20.0,2022-09-23 09:00:00,2022-09-23 11:00:00,14.0
86,360,02,62,70,67,67,10.0,2022-09-24 19:00:00,2022-09-24 20:00:00,7.0
