031,"{'13': {'54': 6, '62': 58}, '14': {'62': 24, 'A': 144}, '15': {'A': 196, 'D': 79}, '16': {'54': 127}, '17': {'A': 156}, '18': {'54': 12, '62': 60, 'A': 381, 'D': 43}, '19': {'A': 389, 'D': 56}, '1A': {'A': 52, 'D': 9}, '20': {'54': 35, '62': 30}, '2A': {'62': 13}}"
041,"{'13': {'54': 29, '62': 116}, '14': {'62': 50, 'A': 128, 'D': 30}, '15': {'A': 290, 'D': 79}, '16': {'54': 215}, '17': {'62': 49, 'A': 283}, '18': {'54': 5, '62': 235, 'A': 423, 'D': 15}, '19': {'A': 407, 'D': 45}, '1A': {'A': 93, 'D': 8}, '20': {'54': 50, '62': 61}, '2A': {'62': 33}}"
051,"{'13': {'62': 103}, '14': {'62': 68, 'A': 133, 'D': 33}, '15': {'A': 278, 'D': 63}, '16': {'54': 227}, '17': {'A': 53}, '18': {'54': 20, '62': 237, 'A': 340, 'D': 28}, '19': {'A': 394, 'D': 65}, '1A': {'A': 38, 'D': 8}, '20': {'54': 38, '62': 66}, '2A': {'62': 3}}"
061,"{'13': {'54': 29, '62': 133}, '14': {'62': 59, 'A': 125, 'D': 39}, '15': {'A': 187, 'D': 73}, '16': {'54': 236}, '17': {'62': 224, 'A': 251, 'D': 18}, '18': {'54': 6, '62': 251, 'A': 383, 'D': 24}, '19': {'62': 25, 'A': 285, 'D': 47}, '1A': {'A': 41, 'D': 10}, '20': {'54': 48, '62': 93}, '2A': {'62': 33}}"
071,"{'13': {'62': 137}, '14': {'62': 56, 'A': 93, 'D': 29}, '15': {'A': 315, 'D': 43}, '16': {'54': 247}, '17': {'62': 190, 'A': 238}, '18': {'54': 11, '62': 248, 'A': 240, 'D': 33}, '19': {'A': 251, 'D': 35}, '1A': {'A': 39, 'D': 9}, '20': {'54': 43, '62': 56}, '2A': {'62': 13}}"
081,"{'13': {'54': 21, '62': 121}, '14': {'62': 64, 'A': 140, 'D': 22}, '15': {'A': 237, 'D': 69}, '16': {'54': 202}, '17': {'62': 148, 'A': 211}, '18': {'54': 12, '62': 218, 'A': 391, 'D': 25}, '19': {'A': 386, 'D': 49}, '1A': {'A': 61, 'D': 5}, '20': {'54': 38, '62': 43}, '2A': {'62': 18}}"
