Code,Start Date/Time,End Date/Time,S/C,Tnk,Line,Volume,Tank,Product Grade,BTank,Volume_Tank,Rate,Operation Code - Comment,file,Start,End,Identifier,OJKLation Code - Comment,OGHIation Code - Comment,Client,Product,Cycle,Type,Time_difference,Time_in_hours,Vol_per_Hr,Exclude,Pick,Rank
JA1-A4-041,2023-01-27 11:35:00,2023-01-27 17:10:00,,,01,133.949,317,A4,333,6.002,24.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-27 11:35:00,2023-01-27 17:10:00,JA1-A4-041//2023-01-27 11:35:00//2023-01-27 17:10:00//1,,,JA1,A,041,In,0 days 05:35:00,5.583333333333333,23.990865671641796,0,1.0,1
JA1-A4-041,2023-01-27 17:10:00,2023-01-27 21:21:00,,,01,100.274,333,A4,330,36.741,24.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-27 17:10:00,2023-01-27 21:21:00,JA1-A4-041//2023-01-27 17:10:00//2023-01-27 21:21:00//1,,,JA1,A,041,In,0 days 04:11:00,4.183333333333334,23.96988047808765,0,1.0,2
JA1-A4-041,2023-01-27 21:21:00,2023-01-28 01:36:00,,,01,101.964,330,A4,331,51.547,24.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-27 21:21:00,2023-01-28 01:36:00,JA1-A4-041//2023-01-27 21:21:00//2023-01-28 01:36:00//1,,,JA1,A,041,In,0 days 04:15:00,4.25,23.991529411764706,0,1.0,4
JA1-A4-041,2023-01-28 01:36:00,2023-01-28 05:06:00,,,01,84.289,331,A4,336,38.142,24.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-28 01:36:00,2023-01-28 05:06:00,JA1-A4-041//2023-01-28 01:36:00//2023-01-28 05:06:00//1,,,JA1,A,041,In,0 days 03:30:00,3.5,24.08257142857143,0,1.0,3
JA1-A4-041,2023-01-28 05:06:00,2023-01-28 09:35:00,,,01,107.641,336,A4,338,3.617,24.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-28 05:06:00,2023-01-28 09:35:00,JA1-A4-041//2023-01-28 05:06:00//2023-01-28 09:35:00//1,,,JA1,A,041,In,0 days 04:29:00,4.483333333333333,24.00914498141264,0,1.0,1
JA1-A4-041,2023-01-28 09:35:00,2023-01-28 15:47:00,,,01,148.615,338,A4,339,5.888,24.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-28 09:35:00,2023-01-28 15:47:00,JA1-A4-041//2023-01-28 09:35:00//2023-01-28 15:47:00//1,,,JA1,A,041,In,0 days 06:12:00,6.2,23.970161290322583,0,1.0,1
JA1-A4-041,2023-01-28 15:47:00,2023-01-28 22:57:00,,,01,157.985,339,A4,313,5.818,24.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-28 15:47:00,2023-01-28 22:57:00,JA1-A4-041//2023-01-28 15:47:00//2023-01-28 22:57:00//1,,,JA1,A,041,In,0 days 07:10:00,7.166666666666667,22.044418604651163,0,1.0,1
JA1-A4-041,2023-01-28 22:57:00,2023-01-29 04:29:00,,,01,134.613,313,A4,314,5.276,22.5,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-28 22:57:00,2023-01-29 04:29:00,JA1-A4-041//2023-01-28 22:57:00//2023-01-29 04:29:00//1,,,JA1,A,041,In,0 days 05:32:00,5.533333333333333,24.32765060240964,0,1.0,1
JA1-A4-041,2023-01-29 04:29:00,2023-01-29 08:38:00,,,01,108.011,314,A4,331,3.583,26.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-29 04:29:00,2023-01-29 08:38:00,JA1-A4-041//2023-01-29 04:29:00//2023-01-29 08:38:00//1,,,JA1,A,041,In,0 days 04:09:00,4.15,26.026746987951803,0,1.0,1
JA1-A4-041,2023-01-29 08:38:00,2023-01-29 13:08:00,,,01,116.891,331,A4,330,9.131,26.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-29 08:38:00,2023-01-29 13:08:00,JA1-A4-041//2023-01-29 08:38:00//2023-01-29 13:08:00//1,,,JA1,A,041,In,0 days 04:30:00,4.5,25.97577777777778,0,1.0,4
JA1-A4-041,2023-01-29 13:08:00,2023-01-29 18:39:00,,,01,116.111,330,A4,317,4.844,26.0,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-29 13:08:00,2023-01-29 18:39:00,JA1-A4-041//2023-01-29 13:08:00//2023-01-29 18:39:00//1,,,JA1,A,041,In,0 days 05:31:00,5.516666666666667,21.047311178247735,0,1.0,7
JA1-A4-041,2023-01-29 18:39:00,2023-01-29 23:41:00,,,01,58.264,317,A4,317,48.941,11.613,Fill to Scheduled Volume and Close Out and Field Cut,ATJ.2023.01.25.xlsx,2023-01-29 18:39:00,2023-01-29 23:41:00,JA1-A4-041//2023-01-29 18:39:00//2023-01-29 23:41:00//1,,,JA1,A,041,In,0 days 05:02:00,5.033333333333333,11.575629139072849,0,1.0,4
JA1-D4-041,2023-01-30 06:37:00,2023-01-30 14:14:00,,,01,101.201,312,D4,316,20.773,13.283,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-30 06:37:00,2023-01-30 14:14:00,JA1-D4-041//2023-01-30 06:37:00//2023-01-30 14:14:00//1,,,JA1,D,041,In,0 days 07:37:00,7.616666666666666,13.286783369803063,0,1.0,1
JA1-D4-041,2023-01-30 14:14:00,2023-01-30 18:37:00,,,01,58.185,316,D4,337,29.217,13.283,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-30 14:14:00,2023-01-30 18:37:00,JA1-D4-041//2023-01-30 14:14:00//2023-01-30 18:37:00//1,,,JA1,D,041,In,0 days 04:23:00,4.383333333333334,13.274144486692014,0,1.0,1
JA1-D4-041,2023-01-30 18:37:00,2023-01-30 20:52:00,,,01,30.114,337,D4,337,27.96,13.283,Fill to Scheduled Volume and Close Out and Field Cut,ATJ.2023.01.25.xlsx,2023-01-30 18:37:00,2023-01-30 20:52:00,JA1-D4-041//2023-01-30 18:37:00//2023-01-30 20:52:00//1,,,JA1,D,041,In,0 days 02:15:00,2.25,13.384,0,1.0,1
JA1-54-041,2023-01-29 16:00:00,2023-01-29 17:46:00,,,02,21.088,350,54,351,3.464,11.89,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-29 16:00:00,2023-01-29 17:46:00,JA1-54-041//2023-01-29 16:00:00//2023-01-29 17:46:00//2,,,JA1,54,041,In,0 days 01:46:00,1.7666666666666666,11.936603773584906,0,1.0,1
JA1-54-041,2023-01-29 17:46:00,2023-01-29 20:29:00,,,02,32.294,351,54,352,4.453,11.89,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-29 17:46:00,2023-01-29 20:29:00,JA1-54-041//2023-01-29 17:46:00//2023-01-29 20:29:00//2,,,JA1,54,041,In,0 days 02:43:00,2.716666666666667,11.887361963190182,0,1.0,1
JA1-54-041,2023-01-29 20:29:00,2023-01-30 03:13:00,,,02,80.064,352,54,370,5.467,11.89,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-29 20:29:00,2023-01-30 03:13:00,JA1-54-041//2023-01-29 20:29:00//2023-01-30 03:13:00//2,,,JA1,54,041,In,0 days 06:44:00,6.733333333333333,11.890693069306929,0,1.0,1
JA1-54-041,2023-01-30 03:13:00,2023-01-30 07:15:00,,,02,47.901,370,54,353,1.006,11.89,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-30 03:13:00,2023-01-30 07:15:00,JA1-54-041//2023-01-30 03:13:00//2023-01-30 07:15:00//2,,,JA1,54,041,In,0 days 04:02:00,4.033333333333333,11.876280991735538,0,1.0,1
JA1-54-041,2023-01-30 07:15:00,2023-01-30 12:17:00,,,02,60.0,353,54,354,54.978,11.89,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-30 07:15:00,2023-01-30 12:17:00,JA1-54-041//2023-01-30 07:15:00//2023-01-30 12:17:00//2,,,JA1,54,041,In,0 days 05:02:00,5.033333333333333,11.920529801324504,0,1.0,1
JA1-54-041,2023-01-30 12:17:00,2023-01-30 19:20:00,,,02,83.653,354,54,354,13.63,11.89,Fill to Scheduled Volume and Close Out and Field Cut,ATJ.2023.01.25.xlsx,2023-01-30 12:17:00,2023-01-30 19:20:00,JA1-54-041//2023-01-30 12:17:00//2023-01-30 19:20:00//2,,,JA1,54,041,In,0 days 07:03:00,7.05,11.865673758865249,0,1.0,1
JA1-62-041,2023-01-30 21:31:00,2023-01-31 13:30:00,,,02,151.169,371,62,373,4.735,9.45,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-30 21:31:00,2023-01-31 13:30:00,JA1-62-041//2023-01-30 21:31:00//2023-01-31 13:30:00//2,,,JA1,62,041,In,0 days 15:59:00,15.983333333333333,9.45791449426486,0,1.0,1
JA1-62-041,2023-01-31 13:30:00,2023-02-01 04:48:00,,,02,144.585,373,62,374,23.935,9.45,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-01-31 13:30:00,2023-02-01 04:48:00,JA1-62-041//2023-01-31 13:30:00//2023-02-01 04:48:00//2,,,JA1,62,041,In,0 days 15:18:00,15.3,9.45,0,1.0,1
JA1-62-041,2023-02-01 04:48:00,2023-02-02 01:42:00,,,02,197.464,374,62,360,10.0,9.45,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-02-01 04:48:00,2023-02-02 01:42:00,JA1-62-041//2023-02-01 04:48:00//2023-02-02 01:42:00//2,,,JA1,62,041,In,0 days 20:54:00,20.9,9.448038277511962,0,1.0,1
JA1-62-041,2023-02-02 01:42:00,2023-02-02 08:01:00,,,02,59.643,360,62,361,10.0,9.45,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-02-02 01:42:00,2023-02-02 08:01:00,JA1-62-041//2023-02-02 01:42:00//2023-02-02 08:01:00//2,,,JA1,62,041,In,0 days 06:19:00,6.316666666666666,9.442163588390502,0,1.0,2
JA1-62-041,2023-02-02 08:01:00,2023-02-02 19:56:00,,,02,112.723,361,62,371,10.0,9.45,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-02-02 08:01:00,2023-02-02 19:56:00,JA1-62-041//2023-02-02 08:01:00//2023-02-02 19:56:00//2,,,JA1,62,041,In,0 days 11:55:00,11.916666666666666,9.459272727272728,0,1.0,1
JA1-62-041,2023-02-02 19:56:00,2023-02-03 07:56:00,,,02,113.263,371,62,373,10.0,9.45,Fill to Normal Fill and Switch,ATJ.2023.01.25.xlsx,2023-02-02 19:56:00,2023-02-03 07:56:00,JA1-62-041//2023-02-02 19:56:00//2023-02-03 07:56:00//2,,,JA1,62,041,In,0 days 12:00:00,12.0,9.438583333333334,0,1.0,3
JA1-54-041,2023-01-31 02:30:00,2023-01-31 16:42:00,,,13,29.0,370,54,370,48.907,2.04,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-31 02:30:00,2023-01-31 16:42:00,JA1-54-041//2023-01-31 02:30:00//2023-01-31 16:42:00//13,,,JA1,54,041,Out,0 days 14:12:00,14.2,2.0422535211267605,0,1.0,2
JA1-62-041,2023-01-31 18:30:00,2023-02-02 01:05:00,,,13,59.643,360,62,373,60.629,1.95,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-31 18:30:00,2023-02-02 01:05:00,JA1-62-041//2023-01-31 18:30:00//2023-02-02 01:05:00//13,,,JA1,62,041,Out,1 days 06:35:00,30.583333333333332,1.9501798365122618,0,1.0,1
JA1-62-041,2023-02-02 01:05:00,2023-02-02 12:53:00,,,13,22.998,373,62,374,109.122,1.95,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-02-02 01:05:00,2023-02-02 12:53:00,JA1-62-041//2023-02-02 01:05:00//2023-02-02 12:53:00//13,,,JA1,62,041,Out,0 days 11:48:00,11.8,1.9489830508474577,0,1.0,6
JA1-62-041,2023-02-02 12:53:00,2023-02-03 05:59:00,,,13,33.359,374,62,374,148.948,1.95,Empty to Scheduled Volume and Shutdown,ATJ.2023.01.25.xlsx,2023-02-02 12:53:00,2023-02-03 05:59:00,JA1-62-041//2023-02-02 12:53:00//2023-02-03 05:59:00//13,,,JA1,62,041,Out,0 days 17:06:00,17.1,1.9508187134502923,0,1.0,3
JA1-A4-041,2023-01-29 04:50:00,2023-01-31 07:52:00,,,14,122.5,317,A4,317,82.128,2.4,Empty to Scheduled Volume and Shutdown,ATJ.2023.01.25.xlsx,2023-01-29 04:50:00,2023-01-31 07:52:00,JA1-A4-041//2023-01-29 04:50:00//2023-01-31 07:52:00//14,,,JA1,A,041,Out,2 days 03:02:00,51.03333333333333,2.4003919007184846,0,1.0,3
JA1-62-041,2023-02-01 08:15:00,2023-02-02 09:34:00,,,14,49.5,374,62,374,33.46,2.2,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-01 08:15:00,2023-02-02 09:34:00,JA1-62-041//2023-02-01 08:15:00//2023-02-02 09:34:00//14,,,JA1,62,041,Out,1 days 01:19:00,25.316666666666666,1.95523370638578,0,1.0,2
JA2-A4-042,2023-02-02 09:34:00,2023-02-02 11:48:00,,,14,5.0,314,A4,314,101.094,2.15,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-02 09:34:00,2023-02-02 11:48:00,JA2-A4-042//2023-02-02 09:34:00//2023-02-02 11:48:00//14,,,JA2,A,041,Out,0 days 02:14:00,2.2333333333333334,2.2388059701492535,0,1.0,3
JA1-D4-041,2023-02-02 11:48:00,2023-02-03 00:06:00,,,14,29.5,312,D4,312,54.974,2.4,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-02 11:48:00,2023-02-03 00:06:00,JA1-D4-041//2023-02-02 11:48:00//2023-02-03 00:06:00//14,,,JA1,D,041,Out,0 days 12:18:00,12.3,2.3983739837398375,0,1.0,5
JA1-A4-041,2023-01-27 06:01:00,2023-01-30 13:20:00,,,15,289.5,331,A4,331,109.612,3.65,Empty to Scheduled Volume and Shutdown,ATJ.2023.01.25.xlsx,2023-01-27 06:01:00,2023-01-30 13:20:00,JA1-A4-041//2023-01-27 06:01:00//2023-01-30 13:20:00//15,,,JA1,A,041,Out,3 days 07:19:00,79.31666666666666,3.649926455137634,0,1.0,2
JA1-D4-041,2023-01-31 15:30:00,2023-02-01 13:00:00,,,15,78.5,316,D4,316,87.402,3.65,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-31 15:30:00,2023-02-01 13:00:00,JA1-D4-041//2023-01-31 15:30:00//2023-02-01 13:00:00//15,,,JA1,D,041,Out,0 days 21:30:00,21.5,3.6511627906976742,0,1.0,2
JA1-54-041,2023-01-30 20:07:00,2023-01-31 10:35:00,,,16,31.107,351,54,352,35.56,2.15,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-30 20:07:00,2023-01-31 10:35:00,JA1-54-041//2023-01-30 20:07:00//2023-01-31 10:35:00//16,,,JA1,54,041,Out,0 days 14:28:00,14.466666666666667,2.150253456221198,0,1.0,2
JA1-54-041,2023-01-31 10:35:00,2023-02-01 23:50:00,,,16,80.064,352,54,353,85.531,2.15,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-31 10:35:00,2023-02-01 23:50:00,JA1-54-041//2023-01-31 10:35:00//2023-02-01 23:50:00//16,,,JA1,54,041,Out,1 days 13:15:00,37.25,2.1493691275167786,0,1.0,2
JA1-54-041,2023-02-01 23:50:00,2023-02-04 00:00:00,,,16,103.548,353,54,353,114.978,2.15,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-01 23:50:00,2023-02-04 00:00:00,JA1-54-041//2023-02-01 23:50:00//2023-02-04 00:00:00//16,,,JA1,54,041,Out,2 days 00:10:00,48.166666666666664,2.149785467128028,0,1.0,2
JA1-A4-041,2023-02-01 00:03:00,2023-02-02 03:24:00,,,17,116.111,330,A4,331,120.955,4.2,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-02-01 00:03:00,2023-02-02 03:24:00,JA1-A4-041//2023-02-01 00:03:00//2023-02-02 03:24:00//17,,,JA1,A,041,Out,1 days 03:21:00,27.35,4.2453747714808046,0,1.0,8
JA1-A4-041,2023-02-02 03:24:00,2023-02-03 13:25:00,,,17,165.89,331,A4,331,109.612,5.0,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-02 03:24:00,2023-02-03 13:25:00,JA1-A4-041//2023-02-02 03:24:00//2023-02-03 13:25:00//17,,,JA1,A,041,Out,1 days 10:01:00,34.016666666666666,4.876727094561489,0,1.0,6
JA1-62-041,2023-02-03 13:25:00,2023-02-04 00:00:00,,,17,48.142,374,62,374,78.474,4.55,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-03 13:25:00,2023-02-04 00:00:00,JA1-62-041//2023-02-03 13:25:00//2023-02-04 00:00:00//17,,,JA1,62,041,Out,0 days 10:35:00,10.583333333333334,4.548850393700787,0,1.0,4
JA1-A4-041,2023-01-28 21:52:00,2023-01-29 17:25:00,,,18,107.523,336,A4,338,111.258,5.85,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-28 21:52:00,2023-01-29 17:25:00,JA1-A4-041//2023-01-28 21:52:00//2023-01-29 17:25:00//18,,,JA1,A,041,Out,0 days 19:33:00,19.55,5.499897698209718,0,1.0,2
JA1-A4-041,2023-01-29 17:25:00,2023-01-30 18:50:00,,,18,148.615,338,A4,339,154.503,5.85,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-29 17:25:00,2023-01-30 18:50:00,JA1-A4-041//2023-01-29 17:25:00//2023-01-30 18:50:00//18,,,JA1,A,041,Out,1 days 01:25:00,25.416666666666668,5.847147540983607,0,1.0,2
JA1-A4-041,2023-01-30 18:50:00,2023-01-31 21:28:00,,,18,155.862,339,A4,339,163.803,5.85,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-30 18:50:00,2023-01-31 21:28:00,JA1-A4-041//2023-01-30 18:50:00//2023-01-31 21:28:00//18,,,JA1,A,041,Out,1 days 02:38:00,26.633333333333333,5.852140175219024,0,1.0,2
JA1-D4-041,2023-01-31 21:28:00,2023-02-01 00:30:00,,,18,14.5,312,D4,312,76.974,4.8,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-31 21:28:00,2023-02-01 00:30:00,JA1-D4-041//2023-01-31 21:28:00//2023-02-01 00:30:00//18,,,JA1,D,041,Out,0 days 03:02:00,3.033333333333333,4.78021978021978,0,1.0,3
JA2-A4-042,2023-02-01 00:30:00,2023-02-01 02:17:00,,,18,10.5,314,A4,314,111.594,5.85,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-01 00:30:00,2023-02-01 02:17:00,JA2-A4-042//2023-02-01 00:30:00//2023-02-01 02:17:00//18,,,JA2,A,041,Out,0 days 01:47:00,1.7833333333333334,5.887850467289719,0,1.0,2
JA1-54-041,2023-02-01 02:17:00,2023-02-01 03:08:00,,,18,5.0,354,54,354,97.283,5.85,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-01 02:17:00,2023-02-01 03:08:00,JA1-54-041//2023-02-01 02:17:00//2023-02-01 03:08:00//18,,,JA1,54,041,Out,0 days 00:51:00,0.85,5.882352941176471,0,1.0,2
JA1-62-041,2023-02-01 03:08:00,2023-02-01 21:15:00,,,18,105.927,371,62,373,106.919,5.85,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-02-01 03:08:00,2023-02-01 21:15:00,JA1-62-041//2023-02-01 03:08:00//2023-02-01 21:15:00//18,,,JA1,62,041,Out,0 days 18:07:00,18.116666666666667,5.846936522539099,0,1.0,2
JA1-62-041,2023-02-01 21:15:00,2023-02-02 12:53:00,,,18,91.458,373,62,374,133.836,5.85,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-02-01 21:15:00,2023-02-02 12:53:00,JA1-62-041//2023-02-01 21:15:00//2023-02-02 12:53:00//18,,,JA1,62,041,Out,0 days 15:38:00,15.633333333333333,5.850191897654584,0,1.0,4
JA1-62-041,2023-02-02 12:53:00,2023-02-02 19:14:00,,,18,37.115,374,62,374,148.948,5.85,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-02 12:53:00,2023-02-02 19:14:00,JA1-62-041//2023-02-02 12:53:00//2023-02-02 19:14:00//18,,,JA1,62,041,Out,0 days 06:21:00,6.35,5.84488188976378,0,1.0,3
JA1-A4-041,2023-01-27 00:54:00,2023-01-29 02:12:00,,,19,194.237,333,A4,334,98.869,4.0,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-27 00:54:00,2023-01-29 02:12:00,JA1-A4-041//2023-01-27 00:54:00//2023-01-29 02:12:00//19,,,JA1,A,041,Out,2 days 01:18:00,49.3,3.939898580121704,0,1.0,1
JA1-A4-041,2023-01-29 02:12:00,2023-01-30 04:17:00,,,19,104.362,334,A4,332,110.595,4.0,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-29 02:12:00,2023-01-30 04:17:00,JA1-A4-041//2023-01-29 02:12:00//2023-01-30 04:17:00//19,,,JA1,A,041,Out,1 days 02:05:00,26.083333333333332,4.001099041533546,0,1.0,1
JA1-A4-041,2023-01-30 04:17:00,2023-01-31 06:40:00,,,19,104.486,332,A4,331,109.194,4.0,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-30 04:17:00,2023-01-31 06:40:00,JA1-A4-041//2023-01-30 04:17:00//2023-01-31 06:40:00//19,,,JA1,A,041,Out,1 days 02:23:00,26.383333333333333,3.960303221730891,0,1.0,2
JA1-A4-041,2023-01-31 06:40:00,2023-01-31 07:39:00,,,19,3.915,331,A4,331,21.292,4.0,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-31 06:40:00,2023-01-31 07:39:00,JA1-A4-041//2023-01-31 06:40:00//2023-01-31 07:39:00//19,,,JA1,A,041,Out,0 days 00:59:00,0.9833333333333333,3.9813559322033902,0,1.0,5
JA1-D4-041,2023-01-31 08:54:00,2023-01-31 20:09:00,,,19,45.0,312,D4,312,121.974,4.0,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-31 08:54:00,2023-01-31 20:09:00,JA1-D4-041//2023-01-31 08:54:00//2023-01-31 20:09:00//19,,,JA1,D,041,Out,0 days 11:15:00,11.25,4.0,0,1.0,2
JA1-54-041,2023-01-31 15:18:00,2023-02-01 03:35:00,,,20,18.906,370,54,354,22.789,1.5,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-01-31 15:18:00,2023-02-01 03:35:00,JA1-54-041//2023-01-31 15:18:00//2023-02-01 03:35:00//20,,,JA1,54,041,Out,0 days 12:17:00,12.283333333333333,1.539158751696065,0,1.0,3
JA1-54-041,2023-02-01 03:35:00,2023-02-01 23:38:00,,,20,31.094,354,54,354,92.283,1.55,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-01 03:35:00,2023-02-01 23:38:00,JA1-54-041//2023-02-01 03:35:00//2023-02-01 23:38:00//20,,,JA1,54,041,Out,0 days 20:03:00,20.05,1.5508229426433915,0,1.0,3
JA1-62-041,2023-02-01 23:38:00,2023-02-02 12:53:00,,,20,18.39,373,62,360,119.87,1.55,Empty to Low Level and Switch,ATJ.2023.01.25.xlsx,2023-02-01 23:38:00,2023-02-02 12:53:00,JA1-62-041//2023-02-01 23:38:00//2023-02-02 12:53:00//20,,,JA1,62,041,Out,0 days 13:15:00,13.25,1.3879245283018868,0,1.0,5
JA1-62-041,2023-02-02 12:53:00,2023-02-04 00:00:00,,,20,42.17,360,62,360,60.629,1.25,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-02 12:53:00,2023-02-04 00:00:00,JA1-62-041//2023-02-02 12:53:00//2023-02-04 00:00:00//20,,,JA1,62,041,Out,1 days 11:07:00,35.11666666666667,1.2008542952064547,0,1.0,3
DEF-A4-04B,2023-01-27 10:36:00,2023-01-27 19:13:00,ABC,ABC,1A,25.0,330,A4,330,104.222,2.9,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-27 10:36:00,2023-01-27 19:13:00,DEF-A4-04B//2023-01-27 10:36:00//2023-01-27 19:13:00//1A,,,DEF,A,041,Out,0 days 08:37:00,8.616666666666667,2.9013539651837523,0,1.0,2
DEF-A4-04K,2023-01-27 19:13:00,2023-01-28 03:50:00,ABC,ABC,1A,25.0,330,A4,330,66.779,2.9,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-27 19:13:00,2023-01-28 03:50:00,DEF-A4-04K//2023-01-27 19:13:00//2023-01-28 03:50:00//1A,,,DEF,A,041,Out,0 days 08:37:00,8.616666666666667,2.9013539651837523,0,1.0,3
GHI-A4-046,2023-01-28 03:50:00,2023-01-28 09:01:00,ABC,ABC,1A,15.0,330,A4,330,103.233,2.9,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-28 03:50:00,2023-01-28 09:01:00,GHI-A4-046//2023-01-28 03:50:00//2023-01-28 09:01:00//1A,,,GHI,A,041,Out,0 days 05:11:00,5.183333333333334,2.8938906752411575,0,1.0,5
JKL-A4-04A,2023-01-28 09:01:00,2023-01-28 09:52:00,JKL,ABC,1A,2.5,330,A4,330,62.37,2.9,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-01-28 09:01:00,2023-01-28 09:52:00,JKL-A4-04A//2023-01-28 09:01:00//2023-01-28 09:52:00//1A,,,JKL,A,041,Out,0 days 00:51:00,0.85,2.9411764705882355,0,1.0,6
MNO-A4-043,2023-01-28 09:52:00,2023-01-28 18:30:00,ABC,ABC,1A,25.0,317,A4,317,139.951,2.9,Empty to Scheduled Volume and Shutdown,ATJ.2023.01.25.xlsx,2023-01-28 09:52:00,2023-01-28 18:30:00,MNO-A4-043//2023-01-28 09:52:00//2023-01-28 18:30:00//1A,,,MNO,A,041,Out,0 days 08:38:00,8.633333333333333,2.8957528957528957,0,1.0,2
ABC-D4-041,2023-02-01 07:30:00,2023-02-01 10:05:00,ABC,ABC,1A,7.5,312,D4,312,62.474,2.9,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-01 07:30:00,2023-02-01 10:05:00,ABC-D4-041//2023-02-01 07:30:00//2023-02-01 10:05:00//1A,,,ABC,D,041,Out,0 days 02:35:00,2.5833333333333335,2.9032258064516125,0,1.0,4
JKL-62-04B,2023-02-01 07:15:00,2023-02-01 08:07:00,JKL,ABC,2A,2.5,373,62,373,166.336,2.85,Empty to Scheduled Volume and Switch,ATJ.2023.01.25.xlsx,2023-02-01 07:15:00,2023-02-01 08:07:00,JKL-62-04B//2023-02-01 07:15:00//2023-02-01 08:07:00//2A,,,JKL,62,041,Out,0 days 00:52:00,0.8666666666666667,2.8846153846153846,0,1.0,2
ABC-62-041,2023-02-01 08:07:00,2023-02-01 18:39:00,ABC,ABC,2A,30.0,373,62,373,163.836,2.85,Empty to Scheduled Volume and Shutdown,ATJ.2023.01.25.xlsx,2023-02-01 08:07:00,2023-02-01 18:39:00,ABC-62-041//2023-02-01 08:07:00//2023-02-01 18:39:00//2A,,,ABC,62,041,Out,0 days 10:32:00,10.533333333333333,2.848101265822785,0,1.0,3
