,Tank,Line,Product,Time,Volume,Time1,Time2,Flag,Flag2,Volume_actual,Volume_solution,Volume_diff,Mode,Volume_cum,Volume_cum_diff,Volume_real,Volume_removed
356,330,15,A,58,5.0,1.0,1.0,,15,237,237.0,0.0,Out,205.0,205.0,5.0,0.0
466,330,18,A,58,8.7,1.0,1.0,,18,391,482.09999999999997,91.09999999999997,Out,466.4,375.3,8.7,0.0
527,330,19,A,58,5.1,1.0,1.0,,19,386,385.9999999999996,-3.979039320256561e-13,Out,300.9,300.9000000000004,5.1,0.0
589,330,1A,A,58,5.0,1.0,1.0,,22,61,115.90000000000038,54.900000000000375,Out,110.3,55.39999999999962,5.0,0.0
310,330,14,A,59,2.4,1.0,1.0,,13,140,142.0,2.0,Out,131.6,129.6,2.4,0.0
357,330,15,A,59,5.0,1.0,1.0,,15,237,237.0,0.0,Out,210.0,210.0,5.0,0.0
467,330,18,A,59,8.7,1.0,1.0,,18,391,482.09999999999997,91.09999999999997,Out,475.09999999999997,384.0,8.7,0.0
528,330,19,A,59,5.1,1.0,1.0,,19,386,385.9999999999996,-3.979039320256561e-13,Out,306.0,306.0000000000004,5.1,0.0
590,330,1A,A,59,1.0,1.0,1.0,,22,61,115.90000000000038,54.900000000000375,Out,111.3,56.39999999999962,1.0,0.0
311,330,14,A,60,2.0,1.0,1.0,,13,140,142.0,2.0,Out,133.6,131.6,2.0,0.0
358,330,15,A,60,4.0,1.0,1.0,,15,237,237.0,0.0,Out,214.0,214.0,4.0,0.0
468,330,18,A,60,7.0,,1.0,,18,391,482.09999999999997,91.09999999999997,Out,482.09999999999997,391.0,7.0,0.0
529,330,19,A,60,4.0,1.0,1.0,,19,386,385.9999999999996,-3.979039320256561e-13,Out,310.0,310.0000000000004,4.0,0.0
591,330,1A,A,60,1.0,1.0,1.0,,22,61,115.90000000000038,54.900000000000375,Out,112.3,57.39999999999962,1.0,0.0
312,330,14,A,61,2.0,1.0,1.0,,13,140,142.0,2.0,Out,135.6,133.6,2.0,0.0
359,330,15,A,61,5.0,1.0,1.0,,15,237,237.0,0.0,Out,219.0,219.0,5.0,0.0
530,330,19,A,61,4.0,1.0,1.0,,19,386,385.9999999999996,-3.979039320256561e-13,Out,314.0,314.0000000000004,4.0,0.0
592,330,1A,A,61,3.600000000000378,,1.0,,22,61,115.90000000000038,54.900000000000375,Out,115.90000000000038,61.0,3.600000000000378,0.0
313,330,14,A,62,2.0,1.0,1.0,,13,140,142.0,2.0,Out,137.6,135.6,2.0,0.0
360,330,15,A,62,5.0,1.0,1.0,,15,237,237.0,0.0,Out,224.0,224.0,5.0,0.0
531,330,19,A,62,5.1,37.0,1.0,,19,386,385.9999999999996,-3.979039320256561e-13,Out,319.09999999999997,319.10000000000036,5.1,0.0
314,330,14,A,63,2.0,1.0,1.0,,13,140,142.0,2.0,Out,139.6,137.6,2.0,0.0
361,330,15,A,63,4.0,1.0,1.0,,15,237,237.0,0.0,Out,228.0,228.0,4.0,0.0
315,330,14,A,64,2.4,,1.0,,13,140,142.0,2.0,Out,142.0,140.0,2.4,0.0
362,330,15,A,64,4.0,1.0,1.0,,15,237,237.0,0.0,Out,232.0,232.0,4.0,0.0
363,330,15,A,65,5.0,,1.0,,15,237,237.0,0.0,Out,237.0,237.0,5.0,0.0
532,330,19,A,99,5.1,1.0,37.0,First,20,386,385.9999999999996,-3.979039320256561e-13,Out,324.2,324.2000000000004,5.1,0.0
533,330,19,A,100,4.0,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,328.2,328.2000000000004,4.0,0.0
534,330,19,A,101,5.1,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,333.29999999999995,333.30000000000035,5.1,0.0
535,330,19,A,102,4.0,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,337.29999999999995,337.30000000000035,4.0,0.0
536,330,19,A,103,4.0,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,341.29999999999995,341.30000000000035,4.0,0.0
537,330,19,A,104,4.0,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,345.29999999999995,345.30000000000035,4.0,0.0
538,330,19,A,105,5.1,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,350.4,350.4000000000004,5.1,0.0
539,330,19,A,106,5.1,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,355.5,355.5000000000004,5.1,0.0
540,330,19,A,107,4.9999999999996145,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,360.4999999999996,360.5,4.9999999999996145,0.0
541,330,19,A,108,5.1,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,365.59999999999957,365.59999999999997,5.1,0.0
542,330,19,A,109,5.1,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,370.6999999999996,370.7,5.1,0.0
543,330,19,A,110,5.1,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,375.7999999999996,375.8,5.1,0.0
544,330,19,A,111,5.1,1.0,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,380.8999999999996,380.9,5.1,0.0
545,330,19,A,112,5.1,,1.0,,20,386,385.9999999999996,-3.979039320256561e-13,Out,385.9999999999996,386.0,5.1,0.0
593,350,16,54,0,2.15,1.0,,First,23,202,201.99999999999986,-1.4210854715202004e-13,Out,2.15,2.150000000000142,2.15,0.0
594,350,16,54,1,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,4.3,4.300000000000142,2.15,0.0
595,350,16,54,2,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,6.449999999999999,6.450000000000141,2.15,0.0
596,350,16,54,3,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,8.6,8.600000000000142,2.15,0.0
597,350,16,54,4,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,10.75,10.750000000000142,2.15,0.0
598,350,16,54,5,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,12.899999999999999,12.90000000000014,2.15,0.0
599,350,16,54,6,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,15.049999999999999,15.050000000000141,2.15,0.0
600,350,16,54,7,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,17.2,17.20000000000014,2.15,0.0
601,350,16,54,8,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,19.349999999999998,19.35000000000014,2.15,0.0
602,350,16,54,9,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,21.5,21.500000000000142,2.15,0.0
603,350,16,54,10,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,23.65,23.65000000000014,2.15,0.0
604,350,16,54,11,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,25.799999999999997,25.80000000000014,2.15,0.0
605,350,16,54,12,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,27.95,27.95000000000014,2.15,0.0
606,350,16,54,13,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,30.099999999999998,30.10000000000014,2.15,0.0
607,350,16,54,14,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,32.25,32.25000000000014,2.15,0.0
608,350,16,54,15,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,34.4,34.40000000000014,2.15,0.0
609,350,16,54,16,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,36.55,36.55000000000014,2.15,0.0
610,350,16,54,17,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,38.699999999999996,38.70000000000014,2.15,0.0
611,350,16,54,18,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,40.85,40.85000000000014,2.15,0.0
612,350,16,54,19,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,43.0,43.00000000000014,2.15,0.0
613,350,16,54,20,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,45.15,45.15000000000014,2.15,0.0
614,350,16,54,21,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,47.3,47.30000000000014,2.15,0.0
615,350,16,54,22,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,49.449999999999996,49.45000000000014,2.15,0.0
616,350,16,54,23,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,51.599999999999994,51.600000000000136,2.15,0.0
617,350,16,54,24,2.15,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,53.75,53.75000000000014,2.15,0.0
618,350,16,54,25,2.099999999999858,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,55.84999999999985,55.849999999999994,2.099999999999858,0.0
619,350,16,54,26,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,57.84999999999985,57.849999999999994,2.0,0.0
620,350,16,54,27,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,59.84999999999985,59.849999999999994,2.0,0.0
621,350,16,54,28,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,61.84999999999985,61.849999999999994,2.0,0.0
622,350,16,54,29,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,63.84999999999985,63.849999999999994,2.0,0.0
623,350,16,54,30,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,65.84999999999985,65.85,2.0,0.0
624,350,16,54,31,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,67.84999999999985,67.85,2.0,0.0
625,350,16,54,32,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,69.84999999999985,69.85,2.0,0.0
626,350,16,54,33,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,71.84999999999985,71.85,2.0,0.0
627,350,16,54,34,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,73.84999999999985,73.85,2.0,0.0
628,350,16,54,35,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,75.84999999999985,75.85,2.0,0.0
629,350,16,54,36,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,77.84999999999985,77.85,2.0,0.0
630,350,16,54,37,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,79.84999999999985,79.85,2.0,0.0
631,350,16,54,38,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,81.84999999999985,81.85,2.0,0.0
632,350,16,54,39,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,83.84999999999985,83.85,2.0,0.0
633,350,16,54,40,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,85.84999999999985,85.85,2.0,0.0
634,350,16,54,41,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,87.84999999999985,87.85,2.0,0.0
635,350,16,54,42,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,89.84999999999985,89.85,2.0,0.0
636,350,16,54,43,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,91.84999999999985,91.85,2.0,0.0
637,350,16,54,44,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,93.84999999999985,93.85,2.0,0.0
638,350,16,54,45,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,95.84999999999985,95.85,2.0,0.0
639,350,16,54,46,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,97.84999999999985,97.85,2.0,0.0
640,350,16,54,47,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,99.84999999999985,99.85,2.0,0.0
641,350,16,54,48,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,101.84999999999985,101.85,2.0,0.0
642,350,16,54,49,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,103.84999999999985,103.85,2.0,0.0
643,350,16,54,50,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,105.84999999999985,105.85,2.0,0.0
644,350,16,54,51,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,107.84999999999985,107.85,2.0,0.0
645,350,16,54,52,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,109.84999999999985,109.85,2.0,0.0
646,350,16,54,53,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,111.84999999999985,111.85,2.0,0.0
647,350,16,54,54,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,113.84999999999985,113.85,2.0,0.0
648,350,16,54,55,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,115.84999999999985,115.85,2.0,0.0
649,350,16,54,56,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,117.84999999999985,117.85,2.0,0.0
650,350,16,54,57,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,119.84999999999985,119.85,2.0,0.0
651,350,16,54,58,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,121.84999999999985,121.85,2.0,0.0
652,350,16,54,59,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,123.84999999999985,123.85,2.0,0.0
653,350,16,54,60,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,125.84999999999985,125.85,2.0,0.0
654,350,16,54,61,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,127.84999999999985,127.85,2.0,0.0
655,350,16,54,62,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,129.84999999999985,129.85,2.0,0.0
656,350,16,54,63,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,131.84999999999985,131.85,2.0,0.0
657,350,16,54,64,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,133.84999999999985,133.85,2.0,0.0
658,350,16,54,65,2.0,1.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,135.84999999999985,135.85,2.0,0.0
659,350,16,54,66,2.0,46.0,1.0,,23,202,201.99999999999986,-1.4210854715202004e-13,Out,137.84999999999985,137.85,2.0,0.0
660,350,16,54,112,2.0,1.0,46.0,First,24,202,201.99999999999986,-1.4210854715202004e-13,Out,139.84999999999985,139.85,2.0,0.0
661,350,16,54,113,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,141.84999999999985,141.85,2.0,0.0
662,350,16,54,114,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,143.84999999999985,143.85,2.0,0.0
663,350,16,54,115,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,145.84999999999985,145.85,2.0,0.0
664,350,16,54,116,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,147.84999999999985,147.85,2.0,0.0
665,350,16,54,117,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,149.84999999999985,149.85,2.0,0.0
666,350,16,54,118,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,151.84999999999985,151.85,2.0,0.0
667,350,16,54,119,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,153.84999999999985,153.85,2.0,0.0
668,350,16,54,120,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,155.84999999999985,155.85,2.0,0.0
669,350,16,54,121,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,157.84999999999985,157.85,2.0,0.0
670,350,16,54,122,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,159.84999999999985,159.85,2.0,0.0
671,350,16,54,123,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,161.84999999999985,161.85,2.0,0.0
672,350,16,54,124,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,163.84999999999985,163.85,2.0,0.0
673,350,16,54,125,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,165.84999999999985,165.85,2.0,0.0
674,350,16,54,126,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,167.84999999999985,167.85,2.0,0.0
675,350,16,54,127,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,169.84999999999985,169.85,2.0,0.0
676,350,16,54,128,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,171.84999999999985,171.85,2.0,0.0
677,350,16,54,129,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,173.84999999999985,173.85,2.0,0.0
678,350,16,54,130,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,175.84999999999985,175.85,2.0,0.0
679,350,16,54,131,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,177.84999999999985,177.85,2.0,0.0
680,350,16,54,132,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,179.84999999999985,179.85,2.0,0.0
681,350,16,54,133,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,181.84999999999985,181.85,2.0,0.0
682,350,16,54,134,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,183.84999999999985,183.85,2.0,0.0
683,350,16,54,135,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,185.84999999999985,185.85,2.0,0.0
684,350,16,54,136,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,187.84999999999985,187.85,2.0,0.0
685,350,16,54,137,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,189.84999999999985,189.85,2.0,0.0
686,350,16,54,138,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,191.84999999999985,191.85,2.0,0.0
687,350,16,54,139,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,193.84999999999985,193.85,2.0,0.0
688,350,16,54,140,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,195.84999999999985,195.85,2.0,0.0
689,350,16,54,141,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,197.84999999999985,197.85,2.0,0.0
690,350,16,54,142,2.0,1.0,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,199.84999999999985,199.85,2.0,0.0
691,350,16,54,143,2.15,,1.0,,24,202,201.99999999999986,-1.4210854715202004e-13,Out,201.99999999999986,202.0,2.15,0.0
692,352,13,54,0,2.0,1.0,,First,25,21,22.0,1.0,Out,2.0,1.0,1.0,1.0
693,352,13,54,1,2.0,7.0,1.0,,25,21,22.0,1.0,Out,4.0,3.0,2.0,0.0
713,352,20,54,1,1.75,1.0,,First,28,38,38.0,0.0,Out,1.75,1.75,1.75,0.0
714,352,20,54,2,1.75,1.0,1.0,,28,38,38.0,0.0,Out,3.5,3.5,1.75,0.0
715,352,20,54,3,1.75,1.0,1.0,,28,38,38.0,0.0,Out,5.25,5.25,1.75,0.0
716,352,20,54,4,1.75,1.0,1.0,,28,38,38.0,0.0,Out,7.0,7.0,1.75,0.0
717,352,20,54,5,1.75,1.0,1.0,,28,38,38.0,0.0,Out,8.75,8.75,1.75,0.0
718,352,20,54,6,1.75,1.0,1.0,,28,38,38.0,0.0,Out,10.5,10.5,1.75,0.0
719,352,20,54,7,1.75,1.0,1.0,,28,38,38.0,0.0,Out,12.25,12.25,1.75,0.0
694,352,13,54,8,2.0,1.0,7.0,First,26,21,22.0,1.0,Out,6.0,5.0,2.0,0.0
720,352,20,54,8,1.75,1.0,1.0,,28,38,38.0,0.0,Out,14.0,14.0,1.75,0.0
695,352,13,54,9,2.0,1.0,1.0,,26,21,22.0,1.0,Out,8.0,7.0,2.0,0.0
721,352,20,54,9,1.75,1.0,1.0,,28,38,38.0,0.0,Out,15.75,15.75,1.75,0.0
696,352,13,54,10,2.0,1.0,1.0,,26,21,22.0,1.0,Out,10.0,9.0,2.0,0.0
722,352,20,54,10,1.75,1.0,1.0,,28,38,38.0,0.0,Out,17.5,17.5,1.75,0.0
697,352,13,54,11,2.0,1.0,1.0,,26,21,22.0,1.0,Out,12.0,11.0,2.0,0.0
723,352,20,54,11,1.75,1.0,1.0,,28,38,38.0,0.0,Out,19.25,19.25,1.75,0.0
698,352,13,54,12,2.0,1.0,1.0,,26,21,22.0,1.0,Out,14.0,13.0,2.0,0.0
724,352,20,54,12,1.75,1.0,1.0,,28,38,38.0,0.0,Out,21.0,21.0,1.75,0.0
699,352,13,54,13,2.0,1.0,1.0,,26,21,22.0,1.0,Out,16.0,15.0,2.0,0.0
725,352,20,54,13,1.75,1.0,1.0,,28,38,38.0,0.0,Out,22.75,22.75,1.75,0.0
700,352,13,54,14,2.0,1.0,1.0,,26,21,22.0,1.0,Out,18.0,17.0,2.0,0.0
726,352,20,54,14,1.75,1.0,1.0,,28,38,38.0,0.0,Out,24.5,24.5,1.75,0.0
701,352,13,54,15,2.0,1.0,1.0,,26,21,22.0,1.0,Out,20.0,19.0,2.0,0.0
727,352,20,54,15,1.75,1.0,1.0,,28,38,38.0,0.0,Out,26.25,26.25,1.75,0.0
702,352,13,54,16,2.0,,1.0,,26,21,22.0,1.0,Out,22.0,21.0,2.0,0.0
728,352,20,54,16,1.75,1.0,1.0,,28,38,38.0,0.0,Out,28.0,28.0,1.75,0.0
729,352,20,54,17,1.75,1.0,1.0,,28,38,38.0,0.0,Out,29.75,29.75,1.75,0.0
730,352,20,54,18,1.75,1.0,1.0,,28,38,38.0,0.0,Out,31.5,31.5,1.75,0.0
731,352,20,54,19,1.75,1.0,1.0,,28,38,38.0,0.0,Out,33.25,33.25,1.75,0.0
732,352,20,54,20,1.0,1.0,1.0,,28,38,38.0,0.0,Out,34.25,34.25,1.0,0.0
733,352,20,54,21,1.0,1.0,1.0,,28,38,38.0,0.0,Out,35.25,35.25,1.0,0.0
734,352,20,54,22,1.0,1.0,1.0,,28,38,38.0,0.0,Out,36.25,36.25,1.0,0.0
735,352,20,54,23,1.75,,1.0,,28,38,38.0,0.0,Out,38.0,38.0,1.75,0.0
703,352,18,54,89,7.0,1.0,,First,27,12,70.0,58.0,Out,7.0,-51.0,0.0,7.0
704,352,18,54,90,7.0,1.0,1.0,,27,12,70.0,58.0,Out,14.0,-44.0,0.0,7.0
705,352,18,54,91,7.0,1.0,1.0,,27,12,70.0,58.0,Out,21.0,-37.0,0.0,7.0
706,352,18,54,92,7.0,1.0,1.0,,27,12,70.0,58.0,Out,28.0,-30.0,0.0,7.0
707,352,18,54,93,7.0,1.0,1.0,,27,12,70.0,58.0,Out,35.0,-23.0,0.0,7.0
708,352,18,54,94,7.0,1.0,1.0,,27,12,70.0,58.0,Out,42.0,-16.0,0.0,7.0
709,352,18,54,95,7.0,1.0,1.0,,27,12,70.0,58.0,Out,49.0,-9.0,0.0,7.0
710,352,18,54,96,7.0,1.0,1.0,,27,12,70.0,58.0,Out,56.0,-2.0,0.0,7.0
711,352,18,54,97,7.0,1.0,1.0,,27,12,70.0,58.0,Out,63.0,5.0,5.0,2.0
712,352,18,54,98,7.0,,1.0,,27,12,70.0,58.0,Out,70.0,12.0,7.0,0.0
894,361,20,62,35,1.0,1.0,,First,33,43,95.99999999992646,52.99999999992646,Out,1.0,-51.99999999992646,0.0,1.0
895,361,20,62,36,1.4999999999264588,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,2.499999999926459,-50.5,0.0,1.4999999999264588
896,361,20,62,37,1.0,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,3.499999999926459,-49.5,0.0,1.0
897,361,20,62,38,1.0,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,4.499999999926459,-48.5,0.0,1.0
898,361,20,62,39,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,6.249999999926459,-46.75,0.0,1.75
899,361,20,62,40,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,7.999999999926459,-45.0,0.0,1.75
900,361,20,62,41,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,9.749999999926459,-43.25,0.0,1.75
901,361,20,62,42,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,11.499999999926459,-41.5,0.0,1.75
952,361,2A,62,42,5.0,1.0,,First,34,18,118.0,100.0,Out,5.0,-95.0,0.0,5.0
902,361,20,62,43,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,13.249999999926459,-39.75,0.0,1.75
953,361,2A,62,43,1.0,1.0,1.0,,34,18,118.0,100.0,Out,6.0,-94.0,0.0,1.0
903,361,20,62,44,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,14.999999999926459,-38.0,0.0,1.75
954,361,2A,62,44,1.0,1.0,1.0,,34,18,118.0,100.0,Out,7.0,-93.0,0.0,1.0
904,361,20,62,45,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,16.74999999992646,-36.25,0.0,1.75
955,361,2A,62,45,1.0,1.0,1.0,,34,18,118.0,100.0,Out,8.0,-92.0,0.0,1.0
905,361,20,62,46,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,18.49999999992646,-34.5,0.0,1.75
956,361,2A,62,46,1.0,1.0,1.0,,34,18,118.0,100.0,Out,9.0,-91.0,0.0,1.0
906,361,20,62,47,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,20.24999999992646,-32.75,0.0,1.75
957,361,2A,62,47,1.0,1.0,1.0,,34,18,118.0,100.0,Out,10.0,-90.0,0.0,1.0
907,361,20,62,48,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,21.99999999992646,-31.0,0.0,1.75
958,361,2A,62,48,1.0,1.0,1.0,,34,18,118.0,100.0,Out,11.0,-89.0,0.0,1.0
908,361,20,62,49,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,23.74999999992646,-29.25,0.0,1.75
959,361,2A,62,49,1.0,1.0,1.0,,34,18,118.0,100.0,Out,12.0,-88.0,0.0,1.0
909,361,20,62,50,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,25.49999999992646,-27.5,0.0,1.75
960,361,2A,62,50,1.0,1.0,1.0,,34,18,118.0,100.0,Out,13.0,-87.0,0.0,1.0
910,361,20,62,51,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,27.24999999992646,-25.75,0.0,1.75
961,361,2A,62,51,1.0,1.0,1.0,,34,18,118.0,100.0,Out,14.0,-86.0,0.0,1.0
911,361,20,62,52,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,28.99999999992646,-24.0,0.0,1.75
962,361,2A,62,52,1.0,1.0,1.0,,34,18,118.0,100.0,Out,15.0,-85.0,0.0,1.0
