,Tank,Line,Product,Time,Volume,Time1,Time2,Flag,Flag2,Volume_actual,Volume_solution,Volume_diff,Mode,Volume_cum,Volume_cum_diff,Volume_real,Volume_removed
912,361,20,62,53,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,30.74999999992646,-22.25,0.0,1.75
963,361,2A,62,53,5.0,1.0,1.0,,34,18,118.0,100.0,Out,20.0,-80.0,0.0,5.0
736,361,13,62,54,2.0,1.0,,First,29,121,160.0,39.0,Out,2.0,-37.0,0.0,2.0
913,361,20,62,54,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,32.49999999992646,-20.5,0.0,1.75
964,361,2A,62,54,5.0,1.0,1.0,,34,18,118.0,100.0,Out,25.0,-75.0,0.0,5.0
737,361,13,62,55,2.0,1.0,1.0,,29,121,160.0,39.0,Out,4.0,-35.0,0.0,2.0
914,361,20,62,55,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,34.24999999992646,-18.75,0.0,1.75
965,361,2A,62,55,5.0,1.0,1.0,,34,18,118.0,100.0,Out,30.0,-70.0,0.0,5.0
738,361,13,62,56,2.0,1.0,1.0,,29,121,160.0,39.0,Out,6.0,-33.0,0.0,2.0
915,361,20,62,56,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,35.99999999992646,-17.0,0.0,1.75
966,361,2A,62,56,5.0,1.0,1.0,,34,18,118.0,100.0,Out,35.0,-65.0,0.0,5.0
739,361,13,62,57,2.0,1.0,1.0,,29,121,160.0,39.0,Out,8.0,-31.0,0.0,2.0
916,361,20,62,57,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,37.74999999992646,-15.25,0.0,1.75
967,361,2A,62,57,5.0,1.0,1.0,,34,18,118.0,100.0,Out,40.0,-60.0,0.0,5.0
740,361,13,62,58,2.0,1.0,1.0,,29,121,160.0,39.0,Out,10.0,-29.0,0.0,2.0
917,361,20,62,58,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,39.49999999992646,-13.5,0.0,1.75
968,361,2A,62,58,5.0,1.0,1.0,,34,18,118.0,100.0,Out,45.0,-55.0,0.0,5.0
741,361,13,62,59,2.0,1.0,1.0,,29,121,160.0,39.0,Out,12.0,-27.0,0.0,2.0
918,361,20,62,59,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,41.24999999992646,-11.75,0.0,1.75
969,361,2A,62,59,5.0,1.0,1.0,,34,18,118.0,100.0,Out,50.0,-50.0,0.0,5.0
742,361,13,62,60,2.0,1.0,1.0,,29,121,160.0,39.0,Out,14.0,-25.0,0.0,2.0
919,361,20,62,60,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,42.99999999992646,-10.0,0.0,1.75
970,361,2A,62,60,5.0,1.0,1.0,,34,18,118.0,100.0,Out,55.0,-45.0,0.0,5.0
743,361,13,62,61,2.0,1.0,1.0,,29,121,160.0,39.0,Out,16.0,-23.0,0.0,2.0
920,361,20,62,61,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,44.74999999992646,-8.25,0.0,1.75
971,361,2A,62,61,5.0,1.0,1.0,,34,18,118.0,100.0,Out,60.0,-40.0,0.0,5.0
744,361,13,62,62,2.0,1.0,1.0,,29,121,160.0,39.0,Out,18.0,-21.0,0.0,2.0
921,361,20,62,62,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,46.49999999992646,-6.5,0.0,1.75
972,361,2A,62,62,5.0,1.0,1.0,,34,18,118.0,100.0,Out,65.0,-35.0,0.0,5.0
745,361,13,62,63,2.0,1.0,1.0,,29,121,160.0,39.0,Out,20.0,-19.0,0.0,2.0
922,361,20,62,63,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,48.24999999992646,-4.75,0.0,1.75
973,361,2A,62,63,5.0,1.0,1.0,,34,18,118.0,100.0,Out,70.0,-30.0,0.0,5.0
746,361,13,62,64,2.0,1.0,1.0,,29,121,160.0,39.0,Out,22.0,-17.0,0.0,2.0
923,361,20,62,64,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,49.99999999992646,-3.0,0.0,1.75
974,361,2A,62,64,5.0,1.0,1.0,,34,18,118.0,100.0,Out,75.0,-25.0,0.0,5.0
747,361,13,62,65,2.0,1.0,1.0,,29,121,160.0,39.0,Out,24.0,-15.0,0.0,2.0
924,361,20,62,65,1.0,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,50.99999999992646,-2.0,0.0,1.0
975,361,2A,62,65,5.0,1.0,1.0,,34,18,118.0,100.0,Out,80.0,-20.0,0.0,5.0
748,361,13,62,66,2.0,1.0,1.0,,29,121,160.0,39.0,Out,26.0,-13.0,0.0,2.0
925,361,20,62,66,1.0,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,51.99999999992646,-1.0,0.0,1.0
976,361,2A,62,66,5.0,1.0,1.0,,34,18,118.0,100.0,Out,85.0,-15.0,0.0,5.0
749,361,13,62,67,2.0,1.0,1.0,,29,121,160.0,39.0,Out,28.0,-11.0,0.0,2.0
926,361,20,62,67,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,53.74999999992646,0.75,0.75,1.0
977,361,2A,62,67,5.0,1.0,1.0,,34,18,118.0,100.0,Out,90.0,-10.0,0.0,5.0
750,361,13,62,68,2.0,1.0,1.0,,29,121,160.0,39.0,Out,30.0,-9.0,0.0,2.0
927,361,20,62,68,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,55.49999999992646,2.5,1.75,0.0
978,361,2A,62,68,5.0,1.0,1.0,,34,18,118.0,100.0,Out,95.0,-5.0,0.0,5.0
751,361,13,62,69,2.0,1.0,1.0,,29,121,160.0,39.0,Out,32.0,-7.0,0.0,2.0
928,361,20,62,69,1.0,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,56.49999999992646,3.5,1.0,0.0
979,361,2A,62,69,5.0,1.0,1.0,,34,18,118.0,100.0,Out,100.0,0.0,0.0,5.0
752,361,13,62,70,2.0,1.0,1.0,,29,121,160.0,39.0,Out,34.0,-5.0,0.0,2.0
929,361,20,62,70,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,58.24999999992646,5.25,1.75,0.0
980,361,2A,62,70,5.0,1.0,1.0,,34,18,118.0,100.0,Out,105.0,5.0,5.0,0.0
753,361,13,62,71,2.0,1.0,1.0,,29,121,160.0,39.0,Out,36.0,-3.0,0.0,2.0
930,361,20,62,71,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,59.99999999992646,7.0,1.75,0.0
981,361,2A,62,71,5.0,1.0,1.0,,34,18,118.0,100.0,Out,110.0,10.0,5.0,0.0
754,361,13,62,72,2.0,1.0,1.0,,29,121,160.0,39.0,Out,38.0,-1.0,0.0,2.0
931,361,20,62,72,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,61.74999999992646,8.75,1.75,0.0
982,361,2A,62,72,5.0,1.0,1.0,,34,18,118.0,100.0,Out,115.0,15.0,5.0,0.0
755,361,13,62,73,2.0,1.0,1.0,,29,121,160.0,39.0,Out,40.0,1.0,1.0,1.0
932,361,20,62,73,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,63.49999999992646,10.5,1.75,0.0
983,361,2A,62,73,1.0,1.0,1.0,,34,18,118.0,100.0,Out,116.0,16.0,1.0,0.0
756,361,13,62,74,2.0,1.0,1.0,,29,121,160.0,39.0,Out,42.0,3.0,2.0,0.0
933,361,20,62,74,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,65.24999999992646,12.25,1.75,0.0
984,361,2A,62,74,1.0,1.0,1.0,,34,18,118.0,100.0,Out,117.0,17.0,1.0,0.0
757,361,13,62,75,2.0,1.0,1.0,,29,121,160.0,39.0,Out,44.0,5.0,2.0,0.0
934,361,20,62,75,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,66.99999999992646,14.0,1.75,0.0
985,361,2A,62,75,1.0,,1.0,,34,18,118.0,100.0,Out,118.0,18.0,1.0,0.0
758,361,13,62,76,2.0,1.0,1.0,,29,121,160.0,39.0,Out,46.0,7.0,2.0,0.0
935,361,20,62,76,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,68.74999999992646,15.75,1.75,0.0
759,361,13,62,77,2.0,1.0,1.0,,29,121,160.0,39.0,Out,48.0,9.0,2.0,0.0
936,361,20,62,77,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,70.49999999992646,17.5,1.75,0.0
760,361,13,62,78,2.0,1.0,1.0,,29,121,160.0,39.0,Out,50.0,11.0,2.0,0.0
937,361,20,62,78,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,72.24999999992646,19.25,1.75,0.0
761,361,13,62,79,2.0,1.0,1.0,,29,121,160.0,39.0,Out,52.0,13.0,2.0,0.0
938,361,20,62,79,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,73.99999999992646,21.0,1.75,0.0
762,361,13,62,80,2.0,1.0,1.0,,29,121,160.0,39.0,Out,54.0,15.0,2.0,0.0
939,361,20,62,80,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,75.74999999992646,22.75,1.75,0.0
763,361,13,62,81,2.0,1.0,1.0,,29,121,160.0,39.0,Out,56.0,17.0,2.0,0.0
940,361,20,62,81,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,77.49999999992646,24.5,1.75,0.0
764,361,13,62,82,2.0,1.0,1.0,,29,121,160.0,39.0,Out,58.0,19.0,2.0,0.0
941,361,20,62,82,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,79.24999999992646,26.25,1.75,0.0
765,361,13,62,83,2.0,1.0,1.0,,29,121,160.0,39.0,Out,60.0,21.0,2.0,0.0
942,361,20,62,83,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,80.99999999992646,28.0,1.75,0.0
766,361,13,62,84,2.0,1.0,1.0,,29,121,160.0,39.0,Out,62.0,23.0,2.0,0.0
943,361,20,62,84,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,82.74999999992646,29.75,1.75,0.0
767,361,13,62,85,2.0,1.0,1.0,,29,121,160.0,39.0,Out,64.0,25.0,2.0,0.0
944,361,20,62,85,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,84.49999999992646,31.5,1.75,0.0
768,361,13,62,86,2.0,1.0,1.0,,29,121,160.0,39.0,Out,66.0,27.0,2.0,0.0
945,361,20,62,86,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,86.24999999992646,33.25,1.75,0.0
769,361,13,62,87,2.0,1.0,1.0,,29,121,160.0,39.0,Out,68.0,29.0,2.0,0.0
946,361,20,62,87,1.0,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,87.24999999992646,34.25,1.0,0.0
770,361,13,62,88,2.0,1.0,1.0,,29,121,160.0,39.0,Out,70.0,31.0,2.0,0.0
947,361,20,62,88,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,88.99999999992646,36.0,1.75,0.0
771,361,13,62,89,2.0,1.0,1.0,,29,121,160.0,39.0,Out,72.0,33.0,2.0,0.0
948,361,20,62,89,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,90.74999999992646,37.75,1.75,0.0
772,361,13,62,90,2.0,1.0,1.0,,29,121,160.0,39.0,Out,74.0,35.0,2.0,0.0
949,361,20,62,90,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,92.49999999992646,39.5,1.75,0.0
773,361,13,62,91,2.0,1.0,1.0,,29,121,160.0,39.0,Out,76.0,37.0,2.0,0.0
816,361,17,62,91,4.0,1.0,,First,30,148,182.0,34.0,Out,4.0,-30.0,0.0,4.0
950,361,20,62,91,1.75,1.0,1.0,,33,43,95.99999999992646,52.99999999992646,Out,94.24999999992646,41.25,1.75,0.0
774,361,13,62,92,2.0,1.0,1.0,,29,121,160.0,39.0,Out,78.0,39.0,2.0,0.0
817,361,17,62,92,4.0,1.0,1.0,,30,148,182.0,34.0,Out,8.0,-26.0,0.0,4.0
951,361,20,62,92,1.75,,1.0,,33,43,95.99999999992646,52.99999999992646,Out,95.99999999992646,43.0,1.75,0.0
775,361,13,62,93,2.0,1.0,1.0,,29,121,160.0,39.0,Out,80.0,41.0,2.0,0.0
818,361,17,62,93,5.0,1.0,1.0,,30,148,182.0,34.0,Out,13.0,-21.0,0.0,5.0
776,361,13,62,94,2.0,1.0,1.0,,29,121,160.0,39.0,Out,82.0,43.0,2.0,0.0
819,361,17,62,94,4.0,1.0,1.0,,30,148,182.0,34.0,Out,17.0,-17.0,0.0,4.0
777,361,13,62,95,2.0,1.0,1.0,,29,121,160.0,39.0,Out,84.0,45.0,2.0,0.0
820,361,17,62,95,4.0,1.0,1.0,,30,148,182.0,34.0,Out,21.0,-13.0,0.0,4.0
778,361,13,62,96,2.0,1.0,1.0,,29,121,160.0,39.0,Out,86.0,47.0,2.0,0.0
821,361,17,62,96,4.0,1.0,1.0,,30,148,182.0,34.0,Out,25.0,-9.0,0.0,4.0
779,361,13,62,97,2.0,1.0,1.0,,29,121,160.0,39.0,Out,88.0,49.0,2.0,0.0
822,361,17,62,97,5.0,1.0,1.0,,30,148,182.0,34.0,Out,30.0,-4.0,0.0,5.0
780,361,13,62,98,2.0,1.0,1.0,,29,121,160.0,39.0,Out,90.0,51.0,2.0,0.0
823,361,17,62,98,4.0,1.0,1.0,,30,148,182.0,34.0,Out,34.0,0.0,0.0,4.0
781,361,13,62,99,2.0,1.0,1.0,,29,121,160.0,39.0,Out,92.0,53.0,2.0,0.0
824,361,17,62,99,4.0,1.0,1.0,,30,148,182.0,34.0,Out,38.0,4.0,4.0,0.0
861,361,18,62,99,8.7,1.0,,First,32,218,280.29999999999995,62.299999999999955,Out,8.7,-53.59999999999995,0.0,8.7
782,361,13,62,100,2.0,1.0,1.0,,29,121,160.0,39.0,Out,94.0,55.0,2.0,0.0
825,361,17,62,100,4.0,1.0,1.0,,30,148,182.0,34.0,Out,42.0,8.0,4.0,0.0
862,361,18,62,100,7.0,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,15.7,-46.59999999999995,0.0,7.0
783,361,13,62,101,2.0,1.0,1.0,,29,121,160.0,39.0,Out,96.0,57.0,2.0,0.0
826,361,17,62,101,4.0,1.0,1.0,,30,148,182.0,34.0,Out,46.0,12.0,4.0,0.0
863,361,18,62,101,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,24.4,-37.899999999999956,0.0,8.7
784,361,13,62,102,2.0,1.0,1.0,,29,121,160.0,39.0,Out,98.0,59.0,2.0,0.0
827,361,17,62,102,4.0,1.0,1.0,,30,148,182.0,34.0,Out,50.0,16.0,4.0,0.0
864,361,18,62,102,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,33.099999999999994,-29.19999999999996,0.0,8.7
785,361,13,62,103,2.0,1.0,1.0,,29,121,160.0,39.0,Out,100.0,61.0,2.0,0.0
828,361,17,62,103,4.0,1.0,1.0,,30,148,182.0,34.0,Out,54.0,20.0,4.0,0.0
865,361,18,62,103,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,41.8,-20.499999999999957,0.0,8.7
786,361,13,62,104,2.0,1.0,1.0,,29,121,160.0,39.0,Out,102.0,63.0,2.0,0.0
829,361,17,62,104,4.0,1.0,1.0,,30,148,182.0,34.0,Out,58.0,24.0,4.0,0.0
866,361,18,62,104,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,50.5,-11.799999999999955,0.0,8.7
787,361,13,62,105,2.0,1.0,1.0,,29,121,160.0,39.0,Out,104.0,65.0,2.0,0.0
830,361,17,62,105,4.0,1.0,1.0,,30,148,182.0,34.0,Out,62.0,28.0,4.0,0.0
867,361,18,62,105,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,59.199999999999996,-3.099999999999959,0.0,8.7
788,361,13,62,106,2.0,1.0,1.0,,29,121,160.0,39.0,Out,106.0,67.0,2.0,0.0
831,361,17,62,106,4.0,1.0,1.0,,30,148,182.0,34.0,Out,66.0,32.0,4.0,0.0
868,361,18,62,106,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,67.89999999999999,5.600000000000037,5.600000000000037,3.0999999999999623
789,361,13,62,107,2.0,1.0,1.0,,29,121,160.0,39.0,Out,108.0,69.0,2.0,0.0
832,361,17,62,107,4.0,1.0,1.0,,30,148,182.0,34.0,Out,70.0,36.0,4.0,0.0
869,361,18,62,107,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,76.6,14.30000000000004,8.7,0.0
790,361,13,62,108,2.0,1.0,1.0,,29,121,160.0,39.0,Out,110.0,71.0,2.0,0.0
833,361,17,62,108,4.0,1.0,1.0,,30,148,182.0,34.0,Out,74.0,40.0,4.0,0.0
870,361,18,62,108,7.0,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,83.6,21.30000000000004,7.0,0.0
791,361,13,62,109,2.0,1.0,1.0,,29,121,160.0,39.0,Out,112.0,73.0,2.0,0.0
834,361,17,62,109,4.0,1.0,1.0,,30,148,182.0,34.0,Out,78.0,44.0,4.0,0.0
871,361,18,62,109,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,92.3,30.000000000000043,8.7,0.0
792,361,13,62,110,2.0,1.0,1.0,,29,121,160.0,39.0,Out,114.0,75.0,2.0,0.0
835,361,17,62,110,4.0,1.0,1.0,,30,148,182.0,34.0,Out,82.0,48.0,4.0,0.0
872,361,18,62,110,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,101.0,38.700000000000045,8.7,0.0
793,361,13,62,111,2.0,1.0,1.0,,29,121,160.0,39.0,Out,116.0,77.0,2.0,0.0
836,361,17,62,111,4.0,1.0,1.0,,30,148,182.0,34.0,Out,86.0,52.0,4.0,0.0
873,361,18,62,111,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,109.69999999999999,47.400000000000034,8.7,0.0
794,361,13,62,112,2.0,1.0,1.0,,29,121,160.0,39.0,Out,118.0,79.0,2.0,0.0
837,361,17,62,112,4.0,1.0,1.0,,30,148,182.0,34.0,Out,90.0,56.0,4.0,0.0
874,361,18,62,112,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,118.39999999999999,56.10000000000004,8.7,0.0
795,361,13,62,113,2.0,1.0,1.0,,29,121,160.0,39.0,Out,120.0,81.0,2.0,0.0
838,361,17,62,113,4.0,1.0,1.0,,30,148,182.0,34.0,Out,94.0,60.0,4.0,0.0
875,361,18,62,113,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,127.1,64.80000000000004,8.7,0.0
796,361,13,62,114,2.0,1.0,1.0,,29,121,160.0,39.0,Out,122.0,83.0,2.0,0.0
839,361,17,62,114,4.0,1.0,1.0,,30,148,182.0,34.0,Out,98.0,64.0,4.0,0.0
876,361,18,62,114,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,135.79999999999998,73.50000000000003,8.7,0.0
797,361,13,62,115,2.0,1.0,1.0,,29,121,160.0,39.0,Out,124.0,85.0,2.0,0.0
840,361,17,62,115,4.0,1.0,1.0,,30,148,182.0,34.0,Out,102.0,68.0,4.0,0.0
877,361,18,62,115,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,144.5,82.20000000000005,8.7,0.0
798,361,13,62,116,2.0,1.0,1.0,,29,121,160.0,39.0,Out,126.0,87.0,2.0,0.0
841,361,17,62,116,4.0,1.0,1.0,,30,148,182.0,34.0,Out,106.0,72.0,4.0,0.0
878,361,18,62,116,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,153.2,90.90000000000003,8.7,0.0
799,361,13,62,117,2.0,1.0,1.0,,29,121,160.0,39.0,Out,128.0,89.0,2.0,0.0
842,361,17,62,117,4.0,1.0,1.0,,30,148,182.0,34.0,Out,110.0,76.0,4.0,0.0
879,361,18,62,117,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,161.89999999999998,99.60000000000002,8.7,0.0
800,361,13,62,118,2.0,1.0,1.0,,29,121,160.0,39.0,Out,130.0,91.0,2.0,0.0
843,361,17,62,118,4.0,1.0,1.0,,30,148,182.0,34.0,Out,114.0,80.0,4.0,0.0
880,361,18,62,118,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,170.6,108.30000000000004,8.7,0.0
801,361,13,62,119,2.0,1.0,1.0,,29,121,160.0,39.0,Out,132.0,93.0,2.0,0.0
844,361,17,62,119,4.0,1.0,1.0,,30,148,182.0,34.0,Out,118.0,84.0,4.0,0.0
881,361,18,62,119,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,179.29999999999998,117.00000000000003,8.7,0.0
802,361,13,62,120,2.0,1.0,1.0,,29,121,160.0,39.0,Out,134.0,95.0,2.0,0.0
845,361,17,62,120,4.0,1.0,1.0,,30,148,182.0,34.0,Out,122.0,88.0,4.0,0.0
882,361,18,62,120,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,188.0,125.70000000000005,8.7,0.0
803,361,13,62,121,2.0,1.0,1.0,,29,121,160.0,39.0,Out,136.0,97.0,2.0,0.0
846,361,17,62,121,4.0,1.0,1.0,,30,148,182.0,34.0,Out,126.0,92.0,4.0,0.0
883,361,18,62,121,7.0,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,195.0,132.70000000000005,7.0,0.0
804,361,13,62,122,2.0,1.0,1.0,,29,121,160.0,39.0,Out,138.0,99.0,2.0,0.0
847,361,17,62,122,4.0,1.0,1.0,,30,148,182.0,34.0,Out,130.0,96.0,4.0,0.0
884,361,18,62,122,7.0,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,202.0,139.70000000000005,7.0,0.0
805,361,13,62,123,2.0,1.0,1.0,,29,121,160.0,39.0,Out,140.0,101.0,2.0,0.0
848,361,17,62,123,4.0,9.0,1.0,,30,148,182.0,34.0,Out,134.0,100.0,4.0,0.0
885,361,18,62,123,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,210.7,148.40000000000003,8.7,0.0
806,361,13,62,124,2.0,1.0,1.0,,29,121,160.0,39.0,Out,142.0,103.0,2.0,0.0
886,361,18,62,124,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,219.39999999999998,157.10000000000002,8.7,0.0
807,361,13,62,125,2.0,1.0,1.0,,29,121,160.0,39.0,Out,144.0,105.0,2.0,0.0
887,361,18,62,125,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,228.1,165.80000000000004,8.7,0.0
808,361,13,62,126,2.0,1.0,1.0,,29,121,160.0,39.0,Out,146.0,107.0,2.0,0.0
888,361,18,62,126,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,236.79999999999998,174.50000000000003,8.7,0.0
809,361,13,62,127,2.0,1.0,1.0,,29,121,160.0,39.0,Out,148.0,109.0,2.0,0.0
889,361,18,62,127,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,245.49999999999997,183.20000000000002,8.7,0.0
810,361,13,62,128,2.0,1.0,1.0,,29,121,160.0,39.0,Out,150.0,111.0,2.0,0.0
890,361,18,62,128,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,254.2,191.90000000000003,8.7,0.0
811,361,13,62,129,2.0,1.0,1.0,,29,121,160.0,39.0,Out,152.0,113.0,2.0,0.0
891,361,18,62,129,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,262.9,200.60000000000002,8.7,0.0
812,361,13,62,130,2.0,1.0,1.0,,29,121,160.0,39.0,Out,154.0,115.0,2.0,0.0
892,361,18,62,130,8.7,1.0,1.0,,32,218,280.29999999999995,62.299999999999955,Out,271.59999999999997,209.3,8.7,0.0
813,361,13,62,131,2.0,1.0,1.0,,29,121,160.0,39.0,Out,156.0,117.0,2.0,0.0
893,361,18,62,131,8.7,,1.0,,32,218,280.29999999999995,62.299999999999955,Out,280.29999999999995,218.0,8.7,0.0
814,361,13,62,132,2.0,1.0,1.0,,29,121,160.0,39.0,Out,158.0,119.0,2.0,0.0
849,361,17,62,132,4.0,1.0,9.0,First,31,148,182.0,34.0,Out,138.0,104.0,4.0,0.0
815,361,13,62,133,2.0,,1.0,,29,121,160.0,39.0,Out,160.0,121.0,2.0,0.0
850,361,17,62,133,4.0,1.0,1.0,,31,148,182.0,34.0,Out,142.0,108.0,4.0,0.0
851,361,17,62,134,4.0,1.0,1.0,,31,148,182.0,34.0,Out,146.0,112.0,4.0,0.0
852,361,17,62,135,4.0,1.0,1.0,,31,148,182.0,34.0,Out,150.0,116.0,4.0,0.0
853,361,17,62,136,4.0,1.0,1.0,,31,148,182.0,34.0,Out,154.0,120.0,4.0,0.0
854,361,17,62,137,4.0,1.0,1.0,,31,148,182.0,34.0,Out,158.0,124.0,4.0,0.0
855,361,17,62,138,4.0,1.0,1.0,,31,148,182.0,34.0,Out,162.0,128.0,4.0,0.0
856,361,17,62,139,4.0,1.0,1.0,,31,148,182.0,34.0,Out,166.0,132.0,4.0,0.0
857,361,17,62,140,4.0,1.0,1.0,,31,148,182.0,34.0,Out,170.0,136.0,4.0,0.0
858,361,17,62,141,4.0,1.0,1.0,,31,148,182.0,34.0,Out,174.0,140.0,4.0,0.0
859,361,17,62,142,4.0,1.0,1.0,,31,148,182.0,34.0,Out,178.0,144.0,4.0,0.0
860,361,17,62,143,4.0,,1.0,,31,148,182.0,34.0,Out,182.0,148.0,4.0,0.0
986,376,14,62,106,2.0,1.0,,First,35,64,71.6,7.599999999999994,Out,2.0,-5.599999999999994,0.0,2.0
987,376,14,62,107,2.0,1.0,1.0,,35,64,71.6,7.599999999999994,Out,4.0,-3.5999999999999943,0.0,2.0
988,376,14,62,108,2.4,1.0,1.0,,35,64,71.6,7.599999999999994,Out,6.4,-1.199999999999994,0.0,2.4
989,376,14,62,109,2.0,1.0,1.0,,35,64,71.6,7.599999999999994,Out,8.4,0.800000000000006,0.800000000000006,1.199999999999994
990,376,14,62,110,2.0,8.0,1.0,,35,64,71.6,7.599999999999994,Out,10.4,2.800000000000006,2.0,0.0
991,376,14,62,118,2.0,1.0,8.0,First,36,64,71.6,7.599999999999994,Out,12.4,4.800000000000006,2.0,0.0
992,376,14,62,119,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,14.8,7.200000000000006,2.4,0.0
993,376,14,62,120,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,17.2,9.600000000000005,2.4,0.0
994,376,14,62,121,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,19.6,12.000000000000007,2.4,0.0
995,376,14,62,122,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,22.0,14.400000000000006,2.4,0.0
996,376,14,62,123,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,24.4,16.800000000000004,2.4,0.0
997,376,14,62,124,2.0,1.0,1.0,,36,64,71.6,7.599999999999994,Out,26.4,18.800000000000004,2.0,0.0
998,376,14,62,125,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,28.8,21.200000000000006,2.4,0.0
999,376,14,62,126,2.4,1.0,1.0,,36,64,71.6,7.599999999999994,Out,31.2,23.600000000000005,2.4,0.0
1000,376,14,62,127,2.0,1.0,1.0,,36,64,71.6,7.599999999999994,Out,33.2,25.60000000000001,2.0,0.0
